	Date	Symbol	TodayPrice	OpDate_0	callEst_0	putEst_0	combEst_0	Trend_0	OpDate_1	callEst_1	putEst_1	combEst_1	Trend_1
0	2017-12-04	AAPL	171.125	2017-12-15	183.703	155.292	174.008	Flat	2018-01-19	178.337	139.956	163.133	Flat
1	2017-12-04	AMBA	60.845	2017-12-15	62.026	51.479	56.996	Flat	2018-01-19	68.352	47.042	64.494	Up
2	2017-12-04	AMCN	2.06	2017-12-15	5.102	2.101	4.87	Up	2018-01-19	2.65		2.65	Flat
3	2017-12-04	AMD	10.34	2017-12-15	12.248	9.83	11.365	Flat	2018-01-19	12.993	9.54	12.206	Up
4	2017-12-04	ATHM	54.72	2017-12-15	63.39	51.395	52.736	Down	2018-01-19	64.77	49.988	59.607	Flat
5	2017-12-04	ATVI	60.415	2017-12-15	64.085	58.385	61.437	Flat	2018-01-19	63.555	49.079	57.893	Flat
6	2017-12-04	BABA	172.92	2017-12-15	188.493	164.54	179.931	Flat	2018-01-19	185.528	137.637	169.628	Flat
7	2017-12-04	BIDU	232.13	2017-12-15	260.812	209.076	238.6	Flat	2018-01-19	256.327	194.089	236.192	Up
8	2017-12-04	CTRP	46.08	2017-12-15	54.123	46.279	50.078	Flat	2018-01-19	53.598	44.628	48.782	Flat
9	2017-12-04	FB	173.68	2017-12-15	180.802	155.119	169.002	Flat	2018-01-19	186.628	137.754	169.206	Flat
10	2017-12-04	FIT	6.765	2017-12-15	7.166	6.414	7.122	Up	2018-01-19	10.203	4.251	6.979	Flat
11	2017-12-04	GME	19.425	2017-12-15	19.896	18.087	18.87	Flat	2018-01-19	22.15	17.817	19.177	Down
12	2017-12-04	GOOG	1005.835	2017-12-15	1147.941	934.935	1061.133	Flat	2018-01-19	1076.862	782.583	967.639	Flat
13	2017-12-04	GPRO	8.43	2017-12-15	10.412	8.245	9.416	Flat	2018-01-19	13.502	6.722	9.008	Flat
14	2017-12-04	GRMN	61.34	2017-12-15	63.975	58.787	62.756	Up	2018-01-19	62.012	43.359	57.796	Up
15	2017-12-04	GRPN	5.7	2017-12-15	5.927	5.125	5.778	Up	2018-01-19	6.0	3.973	5.457	Up
16	2017-12-04	INTL	44.05	2017-12-15	45.1	39.955	40.078	Down	2018-01-19	43.319	29.538	41.307	Up
17	2017-12-04	JD	37.455	2017-12-15	39.943	36.207	37.966	Flat	2018-01-19	39.783	35.221	38.182	Flat
18	2017-12-04	LC	4.36	2017-12-15	5.671	4.277	5.536	Up	2018-01-19	6.52	3.99	5.6	Flat
19	2017-12-04	LSCC	5.825	2017-12-15	7.182	5.573	6.969	Up	2018-01-19	7.5	0.0	7.5	Up
20	2017-12-04	MOMO	24.015	2017-12-15	29.17	24.773	27.204	Flat	2018-01-19	32.658	24.269	28.517	Flat
21	2017-12-04	MRVL	22.245	2017-12-15	23.125	21.103	22.783	Up	2018-01-19	22.484	14.205	20.688	Up
22	2017-12-04	MSFT	82.565	2017-12-15	83.898	79.633	81.804	Flat	2018-01-19	84.255	63.15	73.221	Flat
23	2017-12-04	NFLX	184.05	2017-12-15	198.267	164.481	186.242	Flat	2018-01-19	208.499	139.509	173.383	Flat
24	2017-12-04	NKE	60.33	2017-12-15	61.106	55.795	59.295	Flat	2018-01-19	62.562	50.967	56.1	Flat
25	2017-12-04	NQ	4.075	2017-12-15	4.137	3.655	4.084	Up	2018-01-19	4.617	2.756	4.267	Up
26	2017-12-04	NTES	329.795	2017-12-15	374.088	285.897	331.903	Flat	2018-01-19	373.702	257.288	322.501	Flat
27	2017-12-04	NVDA	192.4	2017-12-15	215.176	169.294	189.254	Flat	2018-01-19	208.326	151.374	181.941	Flat
28	2017-12-04	PSTG	17.06	2017-12-15	17.604	15.589	16.635	Flat	2018-01-19	18.056	12.747	17.057	Up
29	2017-12-04	PYPL	72.175	2017-12-15	76.595	69.257	73.695	Flat	2018-01-19	74.362	60.142	69.735	Up
30	2017-12-04	QCOM	64.75	2017-12-15	69.12	60.164	66.729	Up	2018-01-19	68.851	55.333	63.467	Flat
31	2017-12-04	QD	13.395	2017-12-15	14.699	11.707	12.291	Down	2018-01-19	15.476	10.836	13.608	Flat
32	2017-12-04	QIWI	14.105	2017-12-15	17.277	14.129	15.952	Flat	2018-01-19	16.066	13.7	15.512	Up
33	2017-12-04	RACE	105.485	2017-12-15	115.185	94.84	105.381	Flat	2018-01-19	112.458	90.742	103.938	Flat
34	2017-12-04	RENN	9.665	2017-12-15	10.244	9.344	10.138	Up	2018-01-19	11.017	7.724	10.637	Up
35	2017-12-04	SFUN	4.35	2017-12-15	4.648	4.183	4.481	Flat	2018-01-19	5.945	4.26	5.697	Up
36	2017-12-04	SINA	97.535	2017-12-15	118.916	89.33	105.643	Flat	2018-01-19	123.434	81.024	110.802	Up
37	2017-12-04	SNAP	13.545	2017-12-15	15.039	13.086	13.716	Down	2018-01-19	18.181	12.337	14.284	Flat
38	2017-12-04	SQ	37.295	2017-12-15	43.345	35.119	39.15	Flat	2018-01-19	43.379	32.251	40.194	Up
39	2017-12-04	TSLA	304.44	2017-12-15	361.407	284.576	316.886	Flat	2018-01-19	367.013	221.403	279.789	Flat
40	2017-12-04	TWTR	20.585	2017-12-15	21.982	18.846	21.359	Up	2018-01-19	24.113	15.202	21.363	Up
41	2017-12-04	VIPS	8.62	2017-12-15	9.417	8.228	9.093	Up	2018-01-19	9.95	7.54	9.298	Up
42	2017-12-04	VRX	17.6	2017-12-15	17.715	14.754	17.004	Up	2018-01-19	22.188	12.239	18.172	Flat
43	2017-12-04	WB	103.94	2017-12-15	112.872	98.369	106.318	Flat	2018-01-19	114.896	70.337	92.762	Flat
44	2017-12-04	XLNX	68.185	2017-12-15	72.936	64.209	69.293	Flat	2018-01-19	75.044	57.022	70.627	Up
45	2017-12-04	YELP	43.345	2017-12-15	45.926	42.363	44.534	Flat	2018-01-19	46.877	29.926	41.631	Up
46	2017-12-04	ZTO	15.88	2017-12-15	19.042	15.136	17.061	Flat	2018-01-19	17.635	16.079	17.354	Up
