	Date	Symbol	TodayPrice	OpDate_0	callEst_0	putEst_0	combEst_0	Trend_0	OpDate_1	callEst_1	putEst_1	combEst_1	Trend_1
0	2018-01-12	AAPL	177.09	2018-01-19	179.515	152.248	167.551	Flat	2018-02-16	186.649	158.861	177.298	Flat
1	2018-01-12	AKAO	11.94	2018-01-19	12.595	9.879	11.744	Up	2018-02-16	13.206	9.898	11.449	Flat
2	2018-01-12	AMBA	54.92	2018-01-19	62.379	50.407	59.032	Up	2018-02-16	72.062	49.969	67.085	Up
3	2018-01-12	AMCN	1.21	2018-01-19	2.5	1.75	2.404	Up	2018-02-16	2.5	1.4	1.84	Flat
4	2018-01-12	AMD	12.02	2018-01-19	12.586	11.451	12.135	Flat	2018-02-16	12.996	10.842	11.403	Down
5	2018-01-12	APRN	3.41	2018-01-19	7.847	3.511	4.915	Down	2018-02-16	4.501	3.171	4.109	Up
6	2018-01-12	ATHM	77.92	2018-01-19	77.746	64.881	73.243	Flat	2018-02-16	82.465	69.761	78.815	Up
7	2018-01-12	ATVI	70.36	2018-01-19	70.248	55.349	65.846	Up	2018-02-16	74.048	59.896	71.461	Up
8	2018-01-12	BA	336.21	2018-01-19	337.201	261.553	302.373	Flat	2018-02-16	340.572	290.4	322.645	Flat
9	2018-01-12	BABA	187.79	2018-01-19	189.976	166.707	182.108	Flat	2018-02-16	196.756	174.867	187.847	Flat
10	2018-01-12	BBY	73.25	2018-01-19	73.156	58.185	65.553	Flat	2018-02-16	74.334	66.627	70.5	Flat
11	2018-01-12	BIDU	253.04	2018-01-19	262.115	203.096	239.685	Flat	2018-02-16	278.537	217.823	252.246	Flat
12	2018-01-12	CTRP	47.66	2018-01-19	50.997	44.956	47.605	Flat	2018-02-16	48.877	45.877	47.895	Up
13	2018-01-12	DDD	11.19	2018-01-19	12.596	10.977	11.715	Flat	2018-02-16	12.029	10.12	10.712	Down
14	2018-01-12	DFS	80.51	2018-01-19	79.154	46.167	67.522	Flat	2018-02-16	84.207	74.418	80.359	Flat
15	2018-01-12	DLB	65.35	2018-01-19	65.027	59.404	63.989	Up	2018-02-16	65.522	60.055	64.938	Up
16	2018-01-12	EFX	122.85	2018-01-19	126.368	81.93	98.877	Flat	2018-02-16	126.694	113.458	123.054	Up
