	Date	Symbol	TodayPrice	OpDate_0	callEst_0	putEst_0	combEst_0	Trend_0	OpDate_1	callEst_1	putEst_1	combEst_1	Trend_1
0	2018-01-16	AAPL	176.19	2018-01-19	179.329	152.492	168.724	Flat	2018-02-16	187.29	161.021	178.17	Flat
1	2018-01-16	AKAO	11.58	2018-01-19	12.476	10.367	11.898	Up	2018-02-16	13.088	9.829	11.36	Flat
2	2018-01-16	AMBA	53.69	2018-01-19	61.043	49.565	57.339	Up	2018-02-16	72.313	51.47	65.86	Up
3	2018-01-16	AMCN	1.33	2018-01-19	2.5	1.75	2.404	Up	2018-02-16	2.5	1.45	2.398	Up
4	2018-01-16	AMD	11.91	2018-01-19	12.526	11.408	12.091	Flat	2018-02-16	13.274	10.649	11.277	Down
5	2018-01-16	APRN	3.18	2018-01-19	7.93	3.31	4.664	Down	2018-02-16	3.771	3.03	3.219	Down
6	2018-01-16	ATHM	81.67	2018-01-19	80.139	65.251	74.904	Flat	2018-02-16	84.613	72.194	82.199	Up
7	2018-01-16	ATVI	68.71	2018-01-19	69.119	55.42	65.212	Up	2018-02-16	73.297	59.832	68.928	Up
8	2018-01-16	BA	335.16	2018-01-19	336.679	275.082	312.089	Flat	2018-02-16	342.451	285.506	318.546	Flat
9	2018-01-16	BABA	182.4	2018-01-19	187.051	168.051	181.379	Up	2018-02-16	194.337	173.502	185.978	Flat
10	2018-01-16	BBY	72.4	2018-01-19	72.362	47.122	60.563	Flat	2018-02-16	73.751	67.025	70.385	Flat
11	2018-01-16	BIDU	257.78	2018-01-19	263.941	217.959	250.006	Up	2018-02-16	280.157	223.563	257.265	Flat
12	2018-01-16	CTRP	48.22	2018-01-19	50.196	45.24	47.363	Flat	2018-02-16	49.196	46.442	48.337	Up
13	2018-01-16	DDD	10.71	2018-01-19	12.182	10.649	11.379	Flat	2018-02-16	12.375	9.907	10.782	Flat
14	2018-01-16	DFS	78.94	2018-01-19	79.451	46.196	67.385	Flat	2018-02-16	84.032	73.861	79.708	Flat
15	2018-01-16	DLB	63.11	2018-01-19	63.917	59.404	63.084	Up	2018-02-16	64.667	60.468	64.061	Up
16	2018-01-16	EFX	122.16	2018-01-19	126.487	82.0	98.886	Flat	2018-02-16	126.618	113.435	123.352	Up
17	2018-01-16	FB	178.39	2018-01-19	186.711	156.03	177.762	Up	2018-02-16	190.776	166.058	182.381	Flat
18	2018-01-16	FIT	5.51	2018-01-19	8.321	4.519	5.697	Down	2018-02-16	7.221	5.285	6.531	Flat
19	2018-01-16	FL	46.96	2018-01-19	51.792	42.128	48.466	Flat	2018-02-16	49.261	41.443	46.568	Flat
20	2018-01-16	GLID	0.0	2018-01-19	0.0	0.0	0.0	Flat	2018-02-16	0.0	0.0	0.0	Flat
21	2018-01-16	GLUU	3.69	2018-01-19	3.827	3.251	3.623	Flat	2018-02-16	3.994	3.355	3.519	Down
22	2018-01-16	GME	17.16	2018-01-19	20.096	17.183	17.787	Down	2018-02-16	19.276	16.162	17.281	Flat
23	2018-01-16	GOOG	1121.76	2018-01-19	1143.092	896.68	1076.317	Up	2018-02-16	1169.516	987.782	1106.861	Flat
24	2018-01-16	GPRO	6.36	2018-01-19	11.333	5.76	6.466	Down	2018-02-16	8.813	7.041	7.687	Flat
25	2018-01-16	GRMN	61.45	2018-01-19	62.19	48.374	57.602	Flat	2018-02-16	62.863	58.72	61.584	Up
26	2018-01-16	GRPN	5.03	2018-01-19	5.717	3.766	5.368	Up	2018-02-16	6.315	4.641	5.375	Flat
27	2018-01-16	GRUB	69.84	2018-01-19	69.647	55.953	68.252	Up	2018-02-16	74.912	64.724	70.993	Flat
28	2018-01-16	INTC	43.14	2018-01-19	45.005	40.565	43.017	Flat	2018-02-16	46.165	40.058	43.213	Flat
29	2018-01-16	INTL	43.51	2018-01-19	43.94	36.55	40.422	Flat	2018-02-16	45.076	38.907	42.566	Flat
30	2018-01-16	JD	46.46	2018-01-19	46.728	40.111	45.17	Up	2018-02-16	48.952	43.841	46.596	Flat
31	2018-01-16	JPM	112.27	2018-01-19	113.786	84.177	98.207	Flat	2018-02-16	118.055	104.81	110.111	Flat
32	2018-01-16	JRJC	2.85	2018-01-19	4.776	2.346	4.521	Up	2018-02-16	4.057	2.7	3.94	Up
33	2018-01-16	JWN	50.18	2018-01-19	51.553	43.451	47.311	Flat	2018-02-16	52.347	45.075	48.619	Flat
34	2018-01-16	KMK	0.0	2018-01-19	0.0	0.0	0.0	Flat	2018-02-16	0.0	0.0	0.0	Flat
35	2018-01-16	LC	4.12	2018-01-19	5.903	3.786	5.13	Flat	2018-02-16	4.635	3.805	4.468	Up
36	2018-01-16	LOGI	35.75	2018-01-19	35.968	34.25	35.629	Up	2018-02-16	37.129	31.538	32.96	Down
37	2018-01-16	LSCC	6.22	2018-01-19	7.424	0.0	7.424	Up	2018-02-16	9.627	0.0	9.627	Up
38	2018-01-16	LUV	65.47	2018-01-19	66.024	57.415	64.508	Up	2018-02-16	67.503	60.261	64.272	Flat
39	2018-01-16	M	25.92	2018-01-19	27.263	21.165	22.983	Down	2018-02-16	28.212	23.44	26.113	Flat
40	2018-01-16	MOMO	25.13	2018-01-19	38.311	25.131	34.718	Up	2018-02-16	29.403	23.823	26.364	Flat
41	2018-01-16	MRVL	23.58	2018-01-19	23.815	17.661	21.926	Up	2018-02-16	24.636	20.446	23.681	Up
42	2018-01-16	MSFT	88.35	2018-01-19	88.053	77.328	83.298	Flat	2018-02-16	90.447	80.938	88.188	Up
43	2018-01-16	NFLX	221.53	2018-01-19	222.928	201.233	216.749	Up	2018-02-16	229.539	185.241	207.339	Flat
44	2018-01-16	NKE	63.42	2018-01-19	65.216	55.112	59.543	Flat	2018-02-16	66.465	60.944	63.99	Flat
