	Date	Symbol	TodayPrice	OpDate_0	callEst_0	putEst_0	combEst_0	Trend_0	OpDate_1	callEst_1	putEst_1	combEst_1	Trend_1
0	2017-12-12	AAPL	171.925	2017-12-15	182.509	160.352	174.745	Flat	2018-01-19	177.529	142.885	162.988	Flat
1	2017-12-12	AKAO	11.105	2017-12-15	17.188	10.889	15.401	Up	2018-01-19	14.968	10.219	14.461	Up
2	2017-12-12	AMBA	58.325	2017-12-15	61.033	52.368	56.118	Flat	2018-01-19	68.446	47.166	64.045	Up
3	2017-12-12	AMCN	1.975	2017-12-15	3.314	2.151	3.284	Up	2018-01-19	2.6		2.6	Flat
4	2017-12-12	AMD	10.01	2017-12-15	11.198	9.853	10.603	Flat	2018-01-19	12.736	9.19	11.465	Flat
5	2017-12-12	ATHM	57.8	2017-12-15	61.258	55.218	57.999	Flat	2018-01-19	64.834	53.358	60.731	Flat
6	2017-12-12	ATVI	63.945	2017-12-15	65.593	60.934	63.846	Flat	2018-01-19	65.525	50.601	61.527	Up
7	2017-12-12	BABA	175.965	2017-12-15	184.45	171.171	179.075	Flat	2018-01-19	186.003	148.186	173.064	Flat
8	2017-12-12	BIDU	231.435	2017-12-15	258.722	211.831	237.931	Flat	2018-01-19	251.965	210.008	237.693	Flat
9	2017-12-12	CTRP	43.145	2017-12-15	54.156	44.003	48.844	Flat	2018-01-19	50.05	42.266	46.016	Flat
10	2017-12-12	DDD	9.47	2017-12-15	10.204	9.231	9.637	Flat	2018-01-19	12.267	9.199	10.518	Flat
11	2017-12-12	FB	177.89	2017-12-15	182.697	159.594	172.94	Flat	2018-01-19	187.132	152.129	176.791	Up
12	2017-12-12	FIT	7.075	2017-12-15	7.28	6.677	7.172	Up	2018-01-19	8.86	4.801	6.471	Flat
13	2017-12-12	GLUU	4.585	2017-12-15	4.658	3.45	4.431	Up	2018-01-19	4.728	3.109	4.435	Up
14	2017-12-12	GME	19.13	2017-12-15	19.613	17.905	18.426	Down	2018-01-19	22.25	18.292	19.365	Down
15	2017-12-12	GOOG	1042.0	2017-12-15	1134.309	963.375	1064.588	Flat	2018-01-19	1081.839	856.01	1006.617	Flat
16	2017-12-12	GPRO	8.12	2017-12-15	10.462	7.948	9.148	Flat	2018-01-19	12.259	7.089	8.655	Down
17	2017-12-12	GRMN	61.5	2017-12-15	63.683	59.462	62.491	Up	2018-01-19	61.99	43.181	58.579	Up
18	2017-12-12	GRPN	5.7	2017-12-15	5.828	5.418	5.668	Flat	2018-01-19	5.737	3.979	5.307	Up
19	2017-12-12	INTL	43.175	2017-12-15	45.044	39.905	39.994	Down	2018-01-19	44.028	33.914	42.736	Up
20	2017-12-12	JD	38.42	2017-12-15	40.648	37.569	39.26	Flat	2018-01-19	41.21	35.225	38.811	Flat
21	2017-12-12	LC	4.175	2017-12-15	5.602	4.218	5.468	Up	2018-01-19	6.14	3.781	5.256	Flat
22	2017-12-12	LSCC	5.71	2017-12-15	7.186	5.321	6.938	Up	2018-01-19	7.5	0.0	7.5	Up
23	2017-12-12	MOMO	24.475	2017-12-15	31.429	24.348	28.387	Flat	2018-01-19	34.665	24.266	29.722	Flat
24	2017-12-12	MRVL	22.095	2017-12-15	22.944	21.097	22.335	Up	2018-01-19	22.486	15.046	20.605	Up
25	2017-12-12	MSFT	85.565	2017-12-15	86.086	80.397	83.173	Flat	2018-01-19	86.665	66.388	77.247	Flat
26	2017-12-12	NFLX	186.335	2017-12-15	193.925	168.702	184.649	Flat	2018-01-19	199.526	131.019	165.738	Flat
27	2017-12-12	NKE	62.09	2017-12-15	62.325	57.009	60.366	Flat	2018-01-19	63.581	54.975	60.415	Flat
28	2017-12-12	NQ	4.26	2017-12-15	4.463	3.719	4.35	Up	2018-01-19	4.732	2.816	4.388	Up
29	2017-12-12	NTES	339.145	2017-12-15	366.826	299.993	335.611	Flat	2018-01-19	372.155	257.289	331.651	Flat
30	2017-12-12	NVDA	191.865	2017-12-15	205.386	181.862	194.556	Flat	2018-01-19	202.343	166.628	187.786	Flat
31	2017-12-12	PSTG	16.81	2017-12-15	17.479	15.651	16.645	Flat	2018-01-19	17.4	14.775	15.191	Down
32	2017-12-12	PYPL	73.655	2017-12-15	76.632	69.608	73.484	Flat	2018-01-19	75.757	53.256	67.727	Flat
33	2017-12-12	QCOM	64.83	2017-12-15	68.358	63.576	66.777	Flat	2018-01-19	68.837	56.334	64.793	Up
