	Date	Symbol	TodayPrice	OpDate_0	callEst_0	putEst_0	combEst_0	Trend_0	OpDate_1	callEst_1	putEst_1	combEst_1	Trend_1
0	2017-12-11	AAPL	170.84	2017-12-15	178.656	162.32	172.465	Flat	2018-01-19	178.781	142.403	163.044	Flat
1	2017-12-11	AMBA	59.02	2017-12-15	61.333	55.389	59.079	Flat	2018-01-19	68.708	45.191	64.229	Up
2	2017-12-11	AMCN	1.98	2017-12-15	3.314	2.151	3.284	Up	2018-01-19	2.6		2.6	Flat
3	2017-12-11	AMD	10.06	2017-12-15	11.056	9.873	10.343	Flat	2018-01-19	12.952	9.272	11.637	Flat
4	2017-12-11	ATHM	57.99	2017-12-15	61.648	55.533	58.311	Flat	2018-01-19	64.906	53.351	60.913	Flat
5	2017-12-11	ATVI	62.66	2017-12-15	64.474	60.266	62.663	Flat	2018-01-19	65.006	50.448	61.145	Up
6	2017-12-11	BABA	179.415	2017-12-15	187.775	173.18	182.576	Flat	2018-01-19	187.913	149.056	174.987	Flat
7	2017-12-11	BIDU	234.895	2017-12-15	256.546	216.828	237.423	Flat	2018-01-19	257.784	198.401	237.837	Flat
8	2017-12-11	CTRP	43.115	2017-12-15	53.317	43.986	48.845	Flat	2018-01-19	50.065	42.656	45.564	Flat
9	2017-12-11	FB	179.51	2017-12-15	183.436	159.744	173.186	Flat	2018-01-19	191.471	150.708	179.774	Up
10	2017-12-11	FIT	7.125	2017-12-15	7.19	6.665	7.08	Up	2018-01-19	8.717	4.828	6.416	Flat
11	2017-12-11	GME	19.015	2017-12-15	19.642	17.863	18.406	Down	2018-01-19	22.241	18.184	19.404	Down
12	2017-12-11	GOOG	1037.925	2017-12-15	1138.289	957.302	1067.21	Flat	2018-01-19	1089.194	861.89	1028.041	Up
13	2017-12-11	GPRO	8.12	2017-12-15	8.743	8.023	8.208	Down	2018-01-19	12.442	7.071	8.693	Down
14	2017-12-11	GRMN	61.975	2017-12-15	63.867	60.026	62.87	Up	2018-01-19	62.58	42.909	59.064	Up
15	2017-12-11	GRPN	5.825	2017-12-15	5.952	5.588	5.822	Flat	2018-01-19	6.002	3.985	5.492	Up
16	2017-12-11	INTL	43.315	2017-12-15	44.714	39.955	40.051	Down	2018-01-19	44.317	33.914	42.884	Up
17	2017-12-11	JD	38.08	2017-12-15	40.603	37.51	39.128	Flat	2018-01-19	41.401	35.523	39.176	Flat
18	2017-12-11	LC	3.685	2017-12-15	5.571	4.098	5.43	Up	2018-01-19	6.412	3.627	5.191	Flat
19	2017-12-11	LSCC	5.66	2017-12-15	7.159	5.321	6.916	Up	2018-01-19	7.5	0.0	7.5	Up
20	2017-12-11	MOMO	24.835	2017-12-15	29.335	24.342	26.812	Flat	2018-01-19	35.713	24.045	30.7	Flat
21	2017-12-11	MRVL	22.155	2017-12-15	22.577	21.027	21.994	Flat	2018-01-19	22.362	14.699	20.524	Up
22	2017-12-11	MSFT	84.745	2017-12-15	85.854	80.03	82.865	Flat	2018-01-19	86.488	64.932	75.212	Flat
23	2017-12-11	NFLX	187.665	2017-12-15	196.445	172.638	189.587	Up	2018-01-19	200.632	144.03	174.673	Flat
24	2017-12-11	NKE	61.76	2017-12-15	62.13	57.587	60.987	Up	2018-01-19	62.916	54.468	58.791	Flat
25	2017-12-11	NQ	4.15	2017-12-15	4.292	3.805	4.236	Up	2018-01-19	4.721	2.889	4.384	Up
26	2017-12-11	NTES	334.55	2017-12-15	363.535	301.928	334.063	Flat	2018-01-19	370.153	261.168	328.993	Flat
27	2017-12-11	NVDA	193.1	2017-12-15	204.891	182.949	193.436	Flat	2018-01-19	207.176	154.297	183.223	Flat
28	2017-12-11	PSTG	17.2	2017-12-15	18.107	15.757	17.181	Flat	2018-01-19	18.178	14.962	15.613	Down
29	2017-12-11	PYPL	73.12	2017-12-15	76.872	69.4	73.612	Flat	2018-01-19	75.972	53.869	66.497	Flat
30	2017-12-11	QCOM	64.63	2017-12-15	68.065	63.858	66.67	Flat	2018-01-19	69.187	56.716	65.151	Up
31	2017-12-11	QD	14.165	2017-12-15	18.39	13.103	15.762	Flat	2018-01-19	15.952	11.361	13.844	Flat
32	2017-12-11	QIWI	14.32	2017-12-15	17.24	14.297	15.925	Flat	2018-01-19	15.32	13.783	14.628	Flat
33	2017-12-11	RACE	106.68	2017-12-15	111.969	97.861	104.082	Flat	2018-01-19	112.532	91.858	103.75	Flat
34	2017-12-11	RENN	9.685	2017-12-15	10.231	9.275	10.052	Up	2018-01-19	10.929	7.747	10.629	Up
35	2017-12-11	SFUN	4.345	2017-12-15	4.676	4.183	4.498	Flat	2018-01-19	5.818	4.258	5.549	Up
