	Date	Symbol	TodayPrice	OpDate_0	callEst_0	putEst_0	combEst_0	Trend_0	OpDate_1	callEst_1	putEst_1	combEst_1	Trend_1
0	2017-12-27	AAPL	170.6	2018-01-19	176.961	149.568	165.141	Flat	2018-02-16	185.871	153.875	174.561	Flat
1	2017-12-27	AKAO	11.22	2018-01-19	14.184	9.651	13.164	Up	2018-02-16	15.25	9.212	13.386	Up
2	2017-12-27	AMBA	59.03	2018-01-19	68.568	49.946	64.509	Up	2018-02-16	67.494	46.281	60.154	Flat
3	2017-12-27	AMCN	1.35	2018-01-19	2.5	1.75	2.404	Up	2018-02-16	2.5	0.0	2.5	Up
4	2017-12-27	AMD	10.53	2018-01-19	12.433	9.718	11.352	Flat	2018-02-16	12.171	9.771	10.295	Down
5	2017-12-27	APRN	4.21	2018-01-19	6.466	4.148	4.65	Down	2018-02-16	5.115	3.485	4.305	Flat
6	2017-12-27	ATHM	64.65	2018-01-19	67.782	55.153	63.129	Flat	2018-02-16	70.535	54.25	69.215	Up
7	2017-12-27	ATVI	63.34	2018-01-19	64.791	52.518	61.051	Up	2018-02-16	70.448	54.846	65.064	Flat
8	2017-12-27	BA	295.62	2018-01-19	299.64	221.913	258.075	Flat	2018-02-16	305.154	271.214	296.609	Up
9	2017-12-27	BABA	172.97	2018-01-19	183.578	142.675	166.423	Flat	2018-02-16	190.793	160.487	182.528	Up
10	2017-12-27	BBY	68.36	2018-01-19	68.958	52.657	57.598	Down	2018-02-16	70.13	63.311	67.199	Flat
11	2017-12-27	BIDU	237.71	2018-01-19	254.002	194.518	228.397	Flat	2018-02-16	277.219	211.619	255.227	Flat
12	2017-12-27	CTRP	44.64	2018-01-19	51.413	43.879	47.491	Flat	2018-02-16	47.973	42.295	44.154	Down
13	2017-12-27	DDD	9.03	2018-01-19	12.175	9.002	10.163	Flat	2018-02-16	13.212	8.806	9.64	Down
14	2017-12-27	DFS	76.96	2018-01-19	77.535	43.693	67.142	Up	2018-02-16	79.751	73.898	77.069	Flat
15	2017-12-27	DLB	61.85	2018-01-19	63.368	58.833	62.652	Up	2018-02-16	62.281	0.0	62.281	Up
16	2017-12-27	EFX	119.78	2018-01-19	124.913	83.011	99.012	Flat	2018-02-16	123.272	106.654	121.709	Up
17	2017-12-27	FB	177.62	2018-01-19	186.065	151.232	174.738	Up	2018-02-16	189.59	162.44	182.178	Up
18	2017-12-27	FIT	5.89	2018-01-19	9.226	4.605	6.694	Flat	2018-02-16	7.179	5.497	6.623	Flat
19	2017-12-27	FL	47.68	2018-01-19	52.67	41.437	48.624	Flat	2018-02-16	49.256	40.287	46.042	Flat
20	2017-12-27	GLID	0.0	2018-01-19	0.0	0.0	0.0	Flat	2018-02-16	0.0	0.0	0.0	Flat
21	2017-12-27	GLUU	3.7	2018-01-19	4.36	3.18	4.083	Up	2018-02-16	4.451	3.256	3.578	Down
22	2017-12-27	GME	18.25	2018-01-19	22.225	17.656	18.749	Down	2018-02-16	19.523	16.567	17.28	Down
23	2017-12-27	GOOG	1049.37	2018-01-19	1086.689	878.845	1021.185	Up	2018-02-16	1094.244	986.715	1046.391	Flat
24	2017-12-27	GPRO	7.67	2018-01-19	11.961	6.657	8.471	Flat	2018-02-16	9.979	6.946	9.517	Up
25	2017-12-27	GRMN	59.46	2018-01-19	61.34	43.854	55.501	Flat	2018-02-16	62.632	56.925	60.649	Flat
26	2017-12-27	GRPN	5.11	2018-01-19	5.617	3.774	5.258	Up	2018-02-16	6.671	4.661	5.397	Flat
27	2017-12-27	GRUB	73.14	2018-01-19	71.68	55.722	70.629	Up	2018-02-16	77.037	67.232	73.708	Flat
28	2017-12-27	INTL	42.25	2018-01-19	43.701	38.709	41.432	Flat	2018-02-16	44.521	35.0	38.921	Flat
29	2017-12-27	JD	42.29	2018-01-19	44.614	38.41	42.974	Up	2018-02-16	45.474	39.864	44.249	Up
30	2017-12-27	JRJC	2.96	2018-01-19	4.113	2.244	3.971	Up	2018-02-16	3.999	2.0	3.831	Up
