	Date	Symbol	TodayPrice	OpDate_0	callEst_0	putEst_0	combEst_0	Trend_0	OpDate_1	callEst_1	putEst_1	combEst_1	Trend_1
0	2017-12-28	AAPL	171.08	2018-01-19	178.944	148.225	165.791	Flat	2018-02-16	186.265	155.152	175.909	Flat
1	2017-12-28	AKAO	11.02	2018-01-19	14.149	9.603	13.047	Up	2018-02-16	15.25	9.22	13.313	Up
2	2017-12-28	AMBA	59.5	2018-01-19	63.959	50.197	60.094	Up	2018-02-16	68.65	45.743	62.17	Up
3	2017-12-28	AMCN	1.12	2018-01-19	2.5	1.75	2.404	Up	2018-02-16	2.5		2.5	Flat
4	2017-12-28	AMD	10.55	2018-01-19	12.528	10.344	11.729	Flat	2018-02-16	12.107	9.783	10.316	Down
5	2017-12-28	APRN	4.29	2018-01-19	6.192	4.217	4.724	Down	2018-02-16	5.024	3.513	4.207	Flat
6	2017-12-28	ATHM	64.46	2018-01-19	67.523	55.165	62.976	Flat	2018-02-16	70.488	54.25	69.172	Up
7	2017-12-28	ATVI	63.4	2018-01-19	64.678	52.643	60.955	Up	2018-02-16	70.343	55.365	65.358	Flat
8	2017-12-28	BA	296.35	2018-01-19	300.218	213.956	247.952	Flat	2018-02-16	300.551	266.552	290.517	Up
9	2017-12-28	BABA	172.3	2018-01-19	182.456	142.544	165.493	Flat	2018-02-16	190.474	160.737	182.533	Up
10	2017-12-28	BBY	68.42	2018-01-19	69.1	50.165	56.518	Flat	2018-02-16	73.385	64.581	70.721	Up
11	2017-12-28	BIDU	234.74	2018-01-19	256.222	194.834	231.891	Flat	2018-02-16	273.006	212.489	251.822	Flat
12	2017-12-28	CTRP	44.75	2018-01-19	51.484	43.891	47.529	Flat	2018-02-16	47.984	42.551	43.966	Down
13	2017-12-28	DDD	8.77	2018-01-19	11.905	8.775	10.061	Flat	2018-02-16	13.219	8.601	10.045	Down
14	2017-12-28	DFS	77.5	2018-01-19	77.896	43.741	67.458	Up	2018-02-16	80.17	74.326	77.515	Flat
15	2017-12-28	DLB	61.93	2018-01-19	63.23	58.875	62.598	Up	2018-02-16	62.262		62.262	Flat
16	2017-12-28	EFX	119.73	2018-01-19	124.537	85.034	99.127	Flat	2018-02-16	124.514	106.503	122.47	Up
17	2017-12-28	FB	177.92	2018-01-19	189.543	153.499	178.215	Up	2018-02-16	189.008	159.938	180.433	Up
18	2017-12-28	FIT	5.91	2018-01-19	8.249	4.611	6.165	Flat	2018-02-16	7.638	5.456	7.001	Up
19	2017-12-28	FL	47.09	2018-01-19	50.629	41.437	46.958	Flat	2018-02-16	49.215	40.745	46.137	Flat
20	2017-12-28	GLID	0.0	2018-01-19	0.0	0.0	0.0	Flat	2018-02-16	0.0	0.0	0.0	Flat
21	2017-12-28	GLUU	3.65	2018-01-19	4.014	3.165	3.745	Up	2018-02-16	4.541	3.247	3.523	Down
22	2017-12-28	GME	18.17	2018-01-19	22.177	17.693	18.791	Down	2018-02-16	19.456	16.72	17.488	Down
23	2017-12-28	GOOG	1048.14	2018-01-19	1088.24	870.805	1019.528	Up	2018-02-16	1138.217	982.382	1095.675	Up
24	2017-12-28	GPRO	7.69	2018-01-19	11.982	6.653	8.484	Flat	2018-02-16	9.937	7.02	9.367	Up
25	2017-12-28	GRMN	59.77	2018-01-19	61.364	42.541	55.973	Up	2018-02-16	62.101	57.099	60.929	Up
26	2017-12-28	GRPN	5.06	2018-01-19	5.75	3.766	5.403	Up	2018-02-16	5.997	4.631	4.83	Down
27	2017-12-28	GRUB	72.19	2018-01-19	71.583	53.609	70.021	Up	2018-02-16	78.862	64.601	70.473	Flat
28	2017-12-28	INTL	42.87	2018-01-19	43.941	38.773	41.592	Flat	2018-02-16	44.279	35.0	38.821	Flat
29	2017-12-28	JD	41.63	2018-01-19	43.389	37.952	41.574	Flat	2018-02-16	45.228	38.67	43.458	Up
