	Date	Symbol	TodayPrice	OpDate_0	callEst_0	putEst_0	combEst_0	Trend_0	OpDate_1	callEst_1	putEst_1	combEst_1	Trend_1	OpDate_2	callEst_2	putEst_2	combEst_2	Trend_2	OpDate_3	callEst_3	putEst_3	combEst_3	Trend_3
0	2018-01-24	AAPL	174.06	2018-01-26	180.645	170.16	177.476	Up	2018-02-02	182.669	166.841	175.703	Flat	2018-02-09	183.419	165.381	175.722	Flat	2018-02-16	183.992	161.176	175.141	Flat
1	2018-01-24	AKAO	11.29	2018-01-26	13.265	10.041	12.099	Flat	2018-02-02	13.265	10.041	12.099	Flat	2018-02-09	13.265	10.041	12.099	Flat	2018-02-16	13.265	10.041	12.099	Flat
2	2018-01-24	AMBA	49.98	2018-01-26	55.791	49.671	53.181	Flat	2018-02-02	56.992	49.972	54.175	Flat	2018-02-09	57.129	49.165	53.717	Flat	2018-02-16	69.851	46.903	61.903	Flat
3	2018-01-24	AMCN	1.23	2018-01-26	2.5	1.65	2.421	Up	2018-02-02	2.5	1.65	2.421	Up	2018-02-09	2.5	1.65	2.421	Up	2018-02-16	2.5	1.65	2.421	Up
4	2018-01-24	AMD	12.71	2018-01-26	12.96	12.145	12.717	Up	2018-02-02	13.68	11.38	12.965	Up	2018-02-09	14.094	11.397	13.015	Flat	2018-02-16	13.791	11.49	12.298	Flat
5	2018-01-24	APRN	3.08	2018-01-26	4.101	3.223	3.781	Flat	2018-02-02	3.302	3.632	3.553	Down	2018-02-09	4.298	3.25	3.816	Flat	2018-02-16	3.896	2.968	3.65	Up
6	2018-01-24	ATHM	84.28	2018-01-26	87.218	74.566	82.024	Flat	2018-02-02	87.218	74.566	82.024	Flat	2018-02-09	87.218	74.566	82.024	Flat	2018-02-16	87.218	74.566	82.024	Flat
7	2018-01-24	ATVI	70.52	2018-01-26	71.478	65.654	69.11	Flat	2018-02-02	72.281	66.737	70.374	Flat	2018-02-09	73.157	62.625	67.327	Flat	2018-02-16	72.8	59.931	67.461	Flat
8	2018-01-24	BA	335.04	2018-01-26	346.831	319.963	336.498	Flat	2018-02-02	350.955	306.579	330.499	Flat	2018-02-09	347.396	302.577	325.999	Flat	2018-02-16	352.266	286.174	324.098	Flat
9	2018-01-24	BABA	194.84	2018-01-26	196.508	182.989	191.86	Flat	2018-02-02	200.08	182.15	195.571	Up	2018-02-09	201.109	177.873	193.882	Up	2018-02-16	202.058	169.918	188.172	Flat
10	2018-01-24	BBY	76.5	2018-01-26	77.094	72.198	74.258	Flat	2018-02-02	77.482	68.8	73.542	Flat	2018-02-09	76.403	65.145	69.144	Flat	2018-02-16	77.427	70.55	73.776	Flat
11	2018-01-24	BIDU	254.22	2018-01-26	258.978	240.731	251.964	Flat	2018-02-02	260.932	235.939	249.201	Flat	2018-02-09	263.381	230.516	244.963	Flat	2018-02-16	273.942	229.007	254.799	Flat
12	2018-01-24	CTRP	44.78	2018-01-26	45.93	44.456	44.873	Down	2018-02-02	47.855	44.462	46.452	Flat	2018-02-09	47.578	44.718	46.624	Flat	2018-02-16	47.844	43.335	45.592	Flat
13	2018-01-24	DDD	10.54	2018-01-26	11.113	9.929	10.481	Flat	2018-02-02	11.563	9.024	10.404	Flat	2018-02-09	11.188	9.228	10.58	Up	2018-02-16	12.857	10.039	11.106	Flat
14	2018-01-24	DFS	78.7	2018-01-26	0.0	0.0	0.0	Flat	2018-02-02	81.696	75.564	80.066	Up	2018-02-09	80.802	76.028	77.292	Down	2018-02-16	82.813	76.031	80.947	Up
15	2018-01-24	DLB	64.0	2018-01-26	65.865	59.736	62.643	Flat	2018-02-02	65.865	59.736	62.643	Flat	2018-02-09	65.865	59.736	62.643	Flat	2018-02-16	65.865	59.736	62.643	Flat
16	2018-01-24	EFX	125.98	2018-01-26	126.107	119.45	122.589	Flat	2018-02-02	126.278	118.318	121.508	Flat	2018-02-09	125.838	117.725	120.465	Flat	2018-02-16	128.054	118.13	123.431	Flat
17	2018-01-24	FB	187.82	2018-01-26	189.981	179.103	186.36	Flat	2018-02-02	193.935	174.168	188.844	Up	2018-02-09	193.196	169.353	184.191	Flat	2018-02-16	195.0	170.085	186.163	Flat
18	2018-01-24	FIT	5.49	2018-01-26	5.848	5.398	5.541	Down	2018-02-02	6.076	5.337	5.844	Up	2018-02-09	6.158	5.327	5.955	Up	2018-02-16	7.101	5.402	6.528	Flat
19	2018-01-24	FL	52.26	2018-01-26	53.175	44.788	50.688	Up	2018-02-02	53.175	44.788	50.688	Up	2018-02-09	53.175	44.788	50.688	Up	2018-02-16	53.175	44.788	50.688	Up
20	2018-01-24	GLID	0.0	2018-01-26	0.0	0.0	0.0	Flat	2018-02-02	0.0	0.0	0.0	Flat	2018-02-09	0.0	0.0	0.0	Flat	2018-02-16	0.0	0.0	0.0	Flat
