	Date	Symbol	TodayPrice	OpDate_0	callEst_0	putEst_0	combEst_0	Trend_0	OpDate_1	callEst_1	putEst_1	combEst_1	Trend_1	OpDate_2	callEst_2	putEst_2	combEst_2	Trend_2	OpDate_3	callEst_3	putEst_3	combEst_3	Trend_3
21	2018-01-24	GLUU	3.69	2018-01-26	4.055	3.406	3.635	Flat	2018-02-02	4.055	3.406	3.635	Flat	2018-02-09	4.055	3.406	3.635	Flat	2018-02-16	4.055	3.406	3.635	Flat
22	2018-01-24	GME	17.04	2018-01-26	18.301	17.069	17.792	Flat	2018-02-02	18.88	16.612	17.625	Flat	2018-02-09	20.893	15.791	17.769	Flat	2018-02-16	18.884	16.878	17.316	Down
23	2018-01-24	GOOG	1167.84	2018-01-26	1169.168	1112.464	1141.871	Flat	2018-02-02	1187.381	1083.783	1142.986	Flat	2018-02-09	1208.044	1065.852	1145.08	Flat	2018-02-16	1200.016	974.122	1131.389	Up
24	2018-01-24	GPRO	6.0	2018-01-26	6.504	5.972	6.342	Up	2018-02-02	7.011	5.905	6.653	Up	2018-02-09	7.197	6.202	6.83	Flat	2018-02-16	8.5	5.968	6.869	Flat
25	2018-01-24	GRMN	64.08	2018-01-26	64.234	62.14	63.787	Up	2018-02-02	64.123	60.785	62.823	Flat	2018-02-09	62.7	60.331	61.503	Flat	2018-02-16	65.85	61.156	64.183	Flat
26	2018-01-24	GRPN	5.43	2018-01-26	5.52	5.109	5.455	Up	2018-02-02	5.51	5.133	5.386	Up	2018-02-09	5.608	5.061	5.339	Flat	2018-02-16	6.21	4.791	5.595	Flat
27	2018-01-24	GRUB	71.53	2018-01-26	72.42	68.985	71.788	Up	2018-02-02	73.239	69.438	71.263	Flat	2018-02-09	76.39	66.422	68.719	Down	2018-02-16	75.006	64.605	70.819	Flat
28	2018-01-24	INTC	45.32	2018-01-26	46.611	43.026	45.205	Flat	2018-02-02	46.693	41.429	45.681	Up	2018-02-09	46.183	41.874	45.193	Up	2018-02-16	46.95	40.581	43.955	Flat
29	2018-01-24	INTL	44.11	2018-01-26	45.598	39.249	43.672	Up	2018-02-02	45.598	39.249	43.672	Up	2018-02-09	45.598	39.249	43.672	Up	2018-02-16	45.598	39.249	43.672	Up
30	2018-01-24	JD	46.6	2018-01-26	46.871	44.282	45.767	Flat	2018-02-02	47.74	44.171	46.351	Flat	2018-02-09	48.41	43.649	46.803	Flat	2018-02-16	49.032	43.885	46.874	Flat
31	2018-01-24	JPM	115.16	2018-01-26	116.122	109.219	113.402	Flat	2018-02-02	118.371	110.117	116.129	Up	2018-02-09	117.357	109.408	112.467	Flat	2018-02-16	120.688	106.919	114.335	Flat
32	2018-01-24	JRJC	2.64	2018-01-26	4.099	2.7	3.973	Up	2018-02-02	4.099	2.7	3.973	Up	2018-02-09	4.099	2.7	3.973	Up	2018-02-16	4.099	2.7	3.973	Up
33	2018-01-24	JWN	50.61	2018-01-26	52.717	46.325	49.408	Flat	2018-02-02	52.717	46.325	49.408	Flat	2018-02-09	52.717	46.325	49.408	Flat	2018-02-16	52.717	46.325	49.408	Flat
34	2018-01-24	KMK	0.0	2018-01-26	0.0	0.0	0.0	Flat	2018-02-02	0.0	0.0	0.0	Flat	2018-02-09	0.0	0.0	0.0	Flat	2018-02-16	0.0	0.0	0.0	Flat
35	2018-01-24	LC	4.12	2018-01-26	4.523	3.85	4.32	Up	2018-02-02	4.523	3.85	4.32	Up	2018-02-09	4.523	3.85	4.32	Up	2018-02-16	4.523	3.85	4.32	Up
36	2018-01-24	LOGI	42.24	2018-01-26	42.148	36.973	41.001	Up	2018-02-02	42.148	36.973	41.001	Up	2018-02-09	42.148	36.973	41.001	Up	2018-02-16	42.148	36.973	41.001	Up
37	2018-01-24	LSCC	6.31	2018-01-26	8.405	0.0	8.405	Up	2018-02-02	8.405	0.0	8.405	Up	2018-02-09	8.405	0.0	8.405	Up	2018-02-16	8.405	0.0	8.405	Up
38	2018-01-24	LUV	62.05	2018-01-26	65.411	59.223	61.556	Flat	2018-02-02	66.539	61.404	64.86	Up	2018-02-09	65.58	60.378	63.758	Flat	2018-02-16	65.92	59.264	62.741	Flat
39	2018-01-24	M	27.31	2018-01-26	27.532	25.898	27.115	Up	2018-02-02	27.876	24.867	26.922	Up	2018-02-09	27.709	25.57	26.491	Flat	2018-02-16	28.73	23.823	26.77	Flat
40	2018-01-24	MOMO	28.85	2018-01-26	29.019	26.402	28.518	Up	2018-02-02	30.145	25.214	28.785	Up	2018-02-09	29.762	25.235	28.788	Up	2018-02-16	30.96	24.369	29.839	Up
41	2018-01-24	MRVL	22.98	2018-01-26	23.724	22.495	23.505	Up	2018-02-02	23.564	22.783	23.148	Flat	2018-02-09	23.913	22.08	23.7	Up	2018-02-16	24.262	20.739	23.278	Up
42	2018-01-24	MSFT	91.99	2018-01-26	92.379	88.35	90.78	Flat	2018-02-02	93.868	84.818	90.167	Flat	2018-02-09	93.834	85.147	92.21	Up	2018-02-16	93.495	77.88	88.003	Flat
43	2018-01-24	MXIM	56.73	2018-01-26	57.904	52.201	57.163	Up	2018-02-02	57.904	52.201	57.163	Up	2018-02-09	57.904	52.201	57.163	Up	2018-02-16	57.904	52.201	57.163	Up
44	2018-01-24	NFLX	256.3	2018-01-26	256.751	222.253	242.864	Flat	2018-02-02	263.598	216.235	242.608	Flat	2018-02-09	259.86	222.33	240.292	Flat	2018-02-16	259.608	202.624	235.491	Flat
45	2018-01-24	NKE	67.83	2018-01-26	68.041	62.12	65.73	Flat	2018-02-02	68.214	63.43	65.782	Flat	2018-02-09	68.271	64.077	66.773	Flat	2018-02-16	68.94	64.827	67.207	Flat
46	2018-01-24	NQ	3.64	2018-01-26	3.716	3.84	3.718	Up	2018-02-02	4.074	3.707	4.063	Up	2018-02-09		3.7	3.7	Flat	2018-02-16	4.244	3.655	4.007	Flat
47	2018-01-24	NTES	326.24	2018-01-26	340.801	315.045	330.973	Flat	2018-02-02	340.898	309.978	331.855	Up	2018-02-09	344.874	303.069	334.279	Up	2018-02-16	365.093	299.61	334.618	Flat
48	2018-01-24	NVDA	235.93	2018-01-26	238.753	223.833	232.415	Flat	2018-02-02	239.85	216.803	230.48	Flat	2018-02-09	242.572	213.061	231.646	Flat	2018-02-16	256.595	196.633	233.223	Flat
49	2018-01-24	PSTG	18.46	2018-01-26	19.188	16.218	18.813	Up	2018-02-02	19.188	16.218	18.813	Up	2018-02-09	19.188	16.218	18.813	Up	2018-02-16	19.188	16.218	18.813	Up
50	2018-01-24	PYPL	83.33	2018-01-26	84.391	76.292	80.967	Flat	2018-02-02	85.444	78.078	82.017	Flat	2018-02-09	85.809	74.677	81.524	Flat	2018-02-16	85.62	71.636	79.955	Flat
51	2018-01-24	QCOM	67.65	2018-01-26	68.783	64.581	66.805	Flat	2018-02-02	69.665	65.3	68.105	Flat	2018-02-09	70.085	62.583	65.602	Flat	2018-02-16	71.366	63.721	68.916	Up
52	2018-01-24	QD	13.78	2018-01-26	14.84	12.339	13.697	Flat	2018-02-02	14.84	12.339	13.697	Flat	2018-02-09	14.84	12.339	13.697	Flat	2018-02-16	14.84	12.339	13.697	Flat
53	2018-01-24	QIWI	17.51	2018-01-26	19.807	16.756	18.965	Up	2018-02-02	19.807	16.756	18.965	Up	2018-02-09	19.807	16.756	18.965	Up	2018-02-16	19.807	16.756	18.965	Up
54	2018-01-24	RACE	118.51	2018-01-26	120.126	108.457	113.374	Flat	2018-02-02	121.456	109.809	116.631	Flat	2018-02-09	121.342	108.431	112.916	Flat	2018-02-16	125.084	97.534	113.351	Flat
55	2018-01-24	RCL	130.77	2018-01-26	131.415	119.651	128.048	Up	2018-02-02	132.997	119.088	128.858	Up	2018-02-09	135.28	121.318	131.254	Up	2018-02-16	131.948	113.96	125.372	Flat
56	2018-01-24	RDFN	21.8	2018-01-26	28.853	21.375	24.609	Flat	2018-02-02	28.853	21.375	24.609	Flat	2018-02-09	28.853	21.375	24.609	Flat	2018-02-16	28.853	21.375	24.609	Flat
57	2018-01-24	RENN	10.89	2018-01-26	16.846	9.767	11.205	Down	2018-02-02	16.846	9.767	11.205	Down	2018-02-09	16.846	9.767	11.205	Down	2018-02-16	16.846	9.767	11.205	Down
58	2018-01-24	ROKU	41.96	2018-01-26	45.571	40.508	43.596	Flat	2018-02-02	47.127	39.417	44.293	Flat	2018-02-09	48.938	38.68	43.641	Flat	2018-02-16	50.468	37.57	43.059	Flat
59	2018-01-24	SCHW	55.16	2018-01-26	55.621	53.974	54.615	Flat	2018-02-02	56.262	51.874	54.806	Flat	2018-02-09	57.739	51.961	55.337	Flat	2018-02-16	56.529	53.457	55.244	Flat
60	2018-01-24	SFUN	5.36	2018-01-26	5.259	4.414	5.118	Up	2018-02-02	5.259	4.414	5.118	Up	2018-02-09	5.259	4.414	5.118	Up	2018-02-16	5.259	4.414	5.118	Up
61	2018-01-24	SINA	117.34	2018-01-26	128.081	100.571	115.584	Flat	2018-02-02	128.081	100.571	115.584	Flat	2018-02-09	128.081	100.571	115.584	Flat	2018-02-16	128.081	100.571	115.584	Flat
62	2018-01-24	SNAP	14.35	2018-01-26	14.928	13.986	14.281	Down	2018-02-02	15.199	13.636	14.272	Flat	2018-02-09	15.705	13.494	14.369	Flat	2018-02-16	15.653	12.808	14.566	Flat
63	2018-01-24	SQ	43.91	2018-01-26	44.85	41.007	43.558	Flat	2018-02-02	45.603	40.073	43.988	Up	2018-02-09	45.039	40.143	42.243	Flat	2018-02-16	45.591	40.239	43.492	Flat
64	2018-01-24	TSLA	345.35	2018-01-26	358.287	332.626	347.18	Flat	2018-02-02	361.259	324.155	347.277	Flat	2018-02-09	360.69	314.143	338.248	Flat	2018-02-16	373.355	297.589	333.947	Flat
65	2018-01-24	TWTR	22.31	2018-01-26	23.747	22.073	22.989	Flat	2018-02-02	25.086	21.754	23.632	Flat	2018-02-09	25.729	20.519	23.554	Flat	2018-02-16	25.566	20.876	23.877	Flat
66	2018-01-24	TXN	109.62	2018-01-26	119.855	107.958	113.426	Flat	2018-02-02	124.7	104.87	121.127	Up	2018-02-09	117.012	107.323	110.805	Flat	2018-02-16	121.241	104.917	115.989	Up
67	2018-01-24	VIPS	16.59	2018-01-26	16.309	14.091	16.141	Up	2018-02-02	16.795	14.009	15.643	Flat	2018-02-09	16.556	13.912	15.585	Flat	2018-02-16	16.442	8.769	12.366	Flat
68	2018-01-24	VRX	19.86	2018-01-26	22.362	19.744	21.586	Up	2018-02-02	23.134	19.723	21.525	Flat	2018-02-09	22.776	18.184	20.372	Flat	2018-02-16	22.058	19.044	21.41	Up
69	2018-01-24	WB	127.8	2018-01-26	130.74	120.35	125.381	Flat	2018-02-02	130.09	117.257	122.349	Flat	2018-02-09	132.178	112.177	119.45	Flat	2018-02-16	133.334	114.114	123.798	Flat
70	2018-01-24	XLNX	73.54	2018-01-26	77.359	68.737	74.555	Up	2018-02-02	78.146	65.718	72.82	Flat	2018-02-09	78.269	69.701	75.405	Flat	2018-02-16	77.095	68.617	75.219	Up
71	2018-01-24	XNET	15.32	2018-01-26	17.731	14.754	16.876	Up	2018-02-02	18.167	13.685	15.53	Flat	2018-02-09	22.265	12.777	21.004	Up	2018-02-16	24.446	13.404	18.017	Flat
72	2018-01-24	YELP	42.82	2018-01-26	44.762	41.99	43.221	Flat	2018-02-02	46.03	41.51	42.919	Down	2018-02-09	47.09	39.331	42.582	Flat	2018-02-16	47.738	39.588	44.966	Flat
73	2018-01-24	YRD	40.24	2018-01-26	45.967	33.105	39.725	Flat	2018-02-02	45.967	33.105	39.725	Flat	2018-02-09	45.967	33.105	39.725	Flat	2018-02-16	45.967	33.105	39.725	Flat
74	2018-01-24	ZNGA	3.68	2018-01-26	3.994	3.703	3.986	Up	2018-02-02	3.966	3.711	3.816	Flat	2018-02-09	4.092	3.456	3.946	Up	2018-02-16	4.444	3.598	4.417	Up
75	2018-01-24	ZTO	16.6	2018-01-26	16.954	15.737	16.674	Up	2018-02-02	16.954	15.737	16.674	Up	2018-02-09	16.954	15.737	16.674	Up	2018-02-16	16.954	15.737	16.674	Up
