	Date	Symbol	TodayPrice	OpDate_0	callEst_0	putEst_0	combEst_0	Trend_0	OpDate_1	callEst_1	putEst_1	combEst_1	Trend_1
0	2018-01-18	AAPL	179.26	2018-01-19	181.575	154.571	171.94	Flat	2018-02-16	188.902	163.242	179.706	Flat
1	2018-01-18	AKAO	11.59	2018-01-19	12.415	9.98	11.704	Up	2018-02-16	13.124	9.828	11.429	Flat
2	2018-01-18	AMBA	52.6	2018-01-19	60.772	49.002	57.136	Up	2018-02-16	71.712	48.839	66.641	Up
3	2018-01-18	AMCN	1.32	2018-01-19	2.5	1.75	2.404	Up	2018-02-16	2.5	1.65	2.421	Up
4	2018-01-18	AMD	12.47	2018-01-19	12.787	11.93	12.495	Flat	2018-02-16	13.653	10.824	11.51	Down
5	2018-01-18	APRN	3.2	2018-01-19	7.796	3.253	4.623	Down	2018-02-16	4.358	3.042	3.877	Flat
6	2018-01-18	ATHM	82.27	2018-01-19	81.765	65.649	76.444	Flat	2018-02-16	86.432	73.595	81.162	Flat
7	2018-01-18	ATVI	69.8	2018-01-19	70.044	52.754	64.016	Flat	2018-02-16	72.524	60.28	68.3	Flat
8	2018-01-18	BA	340.16	2018-01-19	342.534	288.996	321.594	Flat	2018-02-16	349.404	289.363	324.844	Flat
9	2018-01-18	BABA	184.4	2018-01-19	186.707	168.085	180.997	Up	2018-02-16	196.149	164.287	182.532	Flat
10	2018-01-18	BBY	74.69	2018-01-19	74.592	45.893	61.698	Flat	2018-02-16	75.651	69.269	73.293	Flat
11	2018-01-18	BIDU	254.96	2018-01-19	260.947	208.079	240.0	Flat	2018-02-16	275.805	226.091	253.987	Flat
12	2018-01-18	CTRP	47.45	2018-01-19	48.838	44.141	46.333	Flat	2018-02-16	48.732	44.503	46.559	Flat
13	2018-01-18	DDD	10.55	2018-01-19	12.782	10.415	11.555	Flat	2018-02-16	12.742	9.926	10.999	Flat
14	2018-01-18	DFS	78.22	2018-01-19	78.667	46.348	66.642	Flat	2018-02-16	83.773	73.788	79.426	Flat
15	2018-01-18	DLB	63.96	2018-01-19	64.015	59.404	63.164	Up	2018-02-16	65.757	60.044	64.824	Up
16	2018-01-18	EFX	122.84	2018-01-19	126.132	83.702	99.041	Flat	2018-02-16	126.704	114.055	123.826	Up
17	2018-01-18	FB	179.8	2018-01-19	186.752	157.203	178.17	Up	2018-02-16	191.404	167.096	183.342	Flat
