	Date	Symbol	TodayPrice	OpDate_0	callEst_0	putEst_0	combEst_0	Trend_0	OpDate_1	callEst_1	putEst_1	combEst_1	Trend_1
0	2018-01-02	AAPL	172.26	2018-01-19	177.645	147.474	163.584	Flat	2018-02-16	183.903	154.707	173.778	Flat
1	2018-01-02	AKAO	11.2	2018-01-19	13.66	9.638	12.784	Up	2018-02-16	12.69	9.515	11.166	Flat
2	2018-01-02	AMBA	62.33	2018-01-19	65.151	51.283	61.812	Up	2018-02-16	66.81	48.021	60.988	Up
3	2018-01-02	AMCN	1.1	2018-01-19	2.5	1.75	2.404	Up	2018-02-16	2.5	1.4	1.84	Flat
4	2018-01-02	AMD	10.98	2018-01-19	12.864	10.572	12.096	Flat	2018-02-16	12.179	10.279	10.712	Down
5	2018-01-02	APRN	4.13	2018-01-19	6.438	3.983	4.518	Down	2018-02-16	4.905	3.503	4.484	Up
6	2018-01-02	ATHM	71.66	2018-01-19	72.011	56.029	67.265	Up	2018-02-16	74.412	55.627	69.82	Up
7	2018-01-02	ATVI	64.31	2018-01-19	65.548	53.175	61.726	Up	2018-02-16	68.566	55.435	63.943	Flat
8	2018-01-02	BA	296.84	2018-01-19	300.366	237.707	267.085	Flat	2018-02-16	305.923	271.19	294.946	Up
9	2018-01-02	BABA	183.65	2018-01-19	188.911	163.009	179.486	Flat	2018-02-16	194.879	165.379	186.935	Up
10	2018-01-02	BBY	69.16	2018-01-19	69.022	53.872	59.149	Flat	2018-02-16	73.419	64.79	70.401	Flat
11	2018-01-02	BIDU	242.4	2018-01-19	255.941	199.686	232.55	Flat	2018-02-16	281.274	213.023	259.68	Up
12	2018-01-02	CTRP	46.07	2018-01-19	51.128	44.473	47.477	Flat	2018-02-16	47.796	42.872	44.417	Down
13	2018-01-02	DDD	9.06	2018-01-19	11.921	8.782	9.91	Flat	2018-02-16	12.151	8.803	9.741	Down
14	2018-01-02	DFS	76.91	2018-01-19	77.793	48.381	66.424	Flat	2018-02-16	80.214	73.936	78.048	Flat
15	2018-01-02	DLB	63.04	2018-01-19	63.379	59.042	62.688	Up	2018-02-16	62.167	61.2	61.996	Up
16	2018-01-02	EFX	119.54	2018-01-19	124.419	85.72	100.163	Flat	2018-02-16	123.931	109.319	122.58	Up
17	2018-01-02	FB	181.42	2018-01-19	185.859	152.333	173.313	Flat	2018-02-16	190.948	163.627	183.534	Up
18	2018-01-02	FIT	6.01	2018-01-19	8.236	4.591	6.151	Flat	2018-02-16	7.406	5.588	6.836	Up
19	2018-01-02	FL	47.89	2018-01-19	50.25	40.9	45.898	Flat	2018-02-16	49.785	41.255	46.312	Flat
20	2018-01-02	GLID	0.0	2018-01-19	0.0	0.0	0.0	Flat	2018-02-16	0.0	0.0	0.0	Flat
21	2018-01-02	GLUU	3.63	2018-01-19	3.966	3.166	3.625	Flat	2018-02-16	4.18	3.276	3.706	Flat
22	2018-01-02	GME	18.26	2018-01-19	21.993	17.759	18.659	Down	2018-02-16	19.392	16.918	17.595	Down
23	2018-01-02	GOOG	1065.0	2018-01-19	1099.425	875.188	1029.619	Up	2018-02-16	1140.287	976.635	1093.057	Up
24	2018-01-02	GPRO	7.44	2018-01-19	11.787	7.134	8.861	Flat	2018-02-16	9.052	6.835	8.422	Up
25	2018-01-02	GRMN	59.54	2018-01-19	61.249	45.198	57.122	Up	2018-02-16	62.007	57.056	60.85	Up
26	2018-01-02	GRPN	5.24	2018-01-19	5.809	3.777	5.455	Up	2018-02-16	5.995	4.698	4.9	Down
27	2018-01-02	GRUB	71.26	2018-01-19	71.033	53.718	69.48	Up	2018-02-16	77.942	64.398	70.297	Flat
28	2018-01-02	INTL	42.61	2018-01-19	43.822	36.295	39.794	Flat	2018-02-16	44.675	35.0	38.628	Flat
29	2018-01-02	JD	43.28	2018-01-19	44.935	37.762	42.691	Up	2018-02-16	45.793	38.825	43.493	Flat
30	2018-01-02	JRJC	2.8	2018-01-19	4.061	2.18	3.895	Up	2018-02-16	3.856	2.0	3.765	Up
31	2018-01-02	JWN	49.12	2018-01-19	50.283	43.393	46.581	Flat	2018-02-16	52.168	43.193	48.693	Flat
