	Date	Symbol	TodayPrice	OpDate_0	callEst_0	putEst_0	combEst_0	Trend_0	OpDate_1	callEst_1	putEst_1	combEst_1	Trend_1
0	2017-11-29	AAPL	170.04	2017-12-15	180.916	154.594	171.127	Flat	2018-01-19	176.94	134.64	158.502	Flat
1	2017-11-29	AMBA	54.88	2017-12-15	62.005	48.437	55.525	Flat	2018-01-19	68.404	46.117	64.351	Up
2	2017-11-29	AMCN	2.14	2017-12-15	5.102	2.101	4.838	Up	2018-01-19	2.65	0.0	2.65	Up
3	2017-11-29	AMD	10.95	2017-12-15	12.505	10.574	11.701	Flat	2018-01-19	13.525	10.186	12.635	Up
4	2017-11-29	ATHM	56.275	2017-12-15	63.873	51.05	53.916	Down	2018-01-19	61.68	46.994	53.495	Flat
5	2017-11-29	ATVI	63.88	2017-12-15	66.721	59.94	64.128	Flat	2018-01-19	66.179	48.69	60.941	Up
6	2017-11-29	BABA	179.515	2017-12-15	194.179	169.843	183.955	Flat	2018-01-19	195.676	142.245	171.835	Flat
7	2017-11-29	BIDU	236.445	2017-12-15	261.5	206.757	236.263	Flat	2018-01-19	260.025	205.89	242.265	Up
8	2017-11-29	CTRP	46.555	2017-12-15	53.44	46.24	49.471	Flat	2018-01-19	52.167	44.214	47.77	Flat
9	2017-11-29	FB	177.985	2017-12-15	183.798	155.438	171.422	Flat	2018-01-19	187.716	141.526	172.923	Up
10	2017-11-29	FIT	6.79	2017-12-15	7.192	6.146	6.866	Up	2018-01-19	10.453	4.18	7.443	Flat
11	2017-11-29	GME	19.375	2017-12-15	19.53	16.836	18.132	Flat	2018-01-19	21.921	18.675	19.951	Flat
12	2017-11-29	GOOG	1029.865	2017-12-15	1147.065	944.977	1084.187	Up	2018-01-19	1078.994	800.095	989.559	Up
13	2017-11-29	GPRO	8.56	2017-12-15	9.715	8.869	9.147	Down	2018-01-19	13.806	6.555	9.591	Flat
14	2017-11-29	GRMN	62.81	2017-12-15	64.408	58.821	63.902	Up	2018-01-19	63.118	41.4	58.769	Up
15	2017-11-29	GRPN	5.75	2017-12-15	6.062	4.985	5.875	Up	2018-01-19	5.953	3.881	5.456	Up
16	2017-11-29	INTL	44.39	2017-12-15	45.031	39.955	40.019	Down	2018-01-19	43.672	35.945	41.458	Up
17	2017-11-29	JD	37.855	2017-12-15	41.562	36.693	39.586	Flat	2018-01-19	41.992	35.417	39.675	Flat
18	2017-11-29	LC	4.495	2017-12-15	5.899	3.9	5.834	Up	2018-01-19	6.468	3.977	5.599	Flat
19	2017-11-29	LSCC	6.24	2017-12-15	7.293	5.573	7.065	Up	2018-01-19	7.5	0.0	7.5	Up
20	2017-11-29	MOMO	25.805	2017-12-15	33.235	25.224	30.378	Flat	2018-01-19	34.372	25.858	30.772	Flat
21	2017-11-29	MRVL	22.94	2017-12-15	23.221	21.099	22.852	Up	2018-01-19	22.438	14.252	20.487	Up
22	2017-11-29	MSFT	84.14	2017-12-15	85.227	79.718	82.605	Flat	2018-01-19	85.77	62.301	73.846	Flat
23	2017-11-29	NFLX	191.675	2017-12-15	202.129	176.321	195.302	Up	2018-01-19	201.709	137.499	171.5	Flat
24	2017-11-29	NKE	60.18	2017-12-15	61.158	56.059	59.7	Up	2018-01-19	61.874	50.589	55.887	Flat
25	2017-11-29	NQ	4.185	2017-12-15	4.445	3.52	4.401	Up	2018-01-19	5.044	2.914	4.208	Flat
26	2017-11-29	NTES	324.7	2017-12-15	376.575	288.736	331.975	Flat	2018-01-19	368.71	251.703	317.955	Flat
27	2017-11-29	NVDA	200.675	2017-12-15	219.148	177.546	195.986	Flat	2018-01-19	212.564	146.615	182.334	Flat
28	2017-11-29	PSTG	18.235	2017-12-15	18.855	17.507	18.545	Up	2018-01-19	18.836	15.639	18.612	Up
29	2017-11-29	PYPL	74.825	2017-12-15	77.826	71.023	75.167	Flat	2018-01-19	75.756	67.102	73.789	Up
30	2017-11-29	QCOM	67.115	2017-12-15	69.788	60.342	66.982	Up	2018-01-19	70.171	51.416	61.831	Flat
31	2017-11-29	QD	13.705	2017-12-15	18.044	12.473	14.402	Flat	2018-01-19	16.5	11.956	14.426	Flat
32	2017-11-29	QIWI	15.805	2017-12-15	17.665	15.361	16.738	Flat	2018-01-19	16.295	14.4	16.021	Up
33	2017-11-29	RACE	109.67	2017-12-15	117.009	97.19	109.318	Flat	2018-01-19	118.419	92.303	106.538	Flat
34	2017-11-29	RENN	9.225	2017-12-15	10.647	9.219	10.549	Up	2018-01-19	11.353	7.686	10.831	Up
35	2017-11-29	SFUN	4.57	2017-12-15	4.791	4.183	4.568	Flat	2018-01-19	5.958	4.26	5.708	Up
36	2017-11-29	SINA	102.46	2017-12-15	120.166	93.373	109.85	Flat	2018-01-19	124.311	78.901	111.96	Up
37	2017-11-29	SNAP	13.62	2017-12-15	15.065	12.47	13.613	Flat	2018-01-19	16.341	11.893	13.163	Down
38	2017-11-29	SQ	40.285	2017-12-15	44.649	35.693	40.962	Flat	2018-01-19	44.037	31.803	40.664	Up
39	2017-11-29	TSLA	309.615	2017-12-15	361.112	282.472	316.952	Flat	2018-01-19	359.655	212.764	276.184	Flat
40	2017-11-29	TWTR	21.315	2017-12-15	22.011	18.852	21.27	Up	2018-01-19	24.683	15.773	22.112	Up
41	2017-11-29	VIPS	8.085	2017-12-15	9.303	8.123	9.263	Up	2018-01-19	11.274	6.097	7.702	Down
42	2017-11-29	VRX	16.365	2017-12-15	16.851	14.574	16.433	Up	2018-01-19	23.898	13.776	20.884	Up
43	2017-11-29	WB	110.505	2017-12-15	118.16	98.12	109.077	Flat	2018-01-19	118.653	72.038	93.396	Flat
44	2017-11-29	XLNX	70.225	2017-12-15	73.596	66.844	71.734	Up	2018-01-19	75.55	58.06	72.312	Up
45	2017-11-29	YELP	46.375	2017-12-15	48.599	42.958	46.311	Flat	2018-01-19	47.846	25.64	43.126	Up
46	2017-11-29	ZTO	15.775	2017-12-15	18.839	15.014	17.225	Flat	2018-01-19	16.796	14.88	16.578	Up
