	Date	Symbol	TodayPrice	OpDate_0	callEst_0	putEst_0	combEst_0	Trend_0	OpDate_1	callEst_1	putEst_1	combEst_1	Trend_1	OpDate_2	callEst_2	putEst_2	combEst_2	Trend_2	OpDate_3	callEst_3	putEst_3	combEst_3	Trend_3
0	2018-01-23	AAPL	177.04	2018-01-26	180.876	171.557	178.125	Up	2018-02-02	184.893	167.932	177.793	Flat	2018-02-09	184.684	167.039	177.922	Flat	2018-02-16	187.84	161.317	177.862	Flat
1	2018-01-23	AKAO	11.37	2018-01-26	13.126	10.02	11.972	Flat	2018-02-02	13.126	10.02	11.972	Flat	2018-02-09	13.126	10.02	11.972	Flat	2018-02-16	13.126	10.02	11.972	Flat
2	2018-01-23	AMBA	52.52	2018-01-26	55.671	51.219	53.792	Flat	2018-02-02	61.575	51.738	56.509	Flat	2018-02-09	57.419	50.766	54.473	Flat	2018-02-16	68.085	47.836	62.586	Up
3	2018-01-23	AMCN	1.3	2018-01-26	2.5	1.65	2.421	Up	2018-02-02	2.5	1.65	2.421	Up	2018-02-09	2.5	1.65	2.421	Up	2018-02-16	2.5	1.65	2.421	Up
4	2018-01-23	AMD	12.94	2018-01-26	13.119	12.155	12.857	Up	2018-02-02	13.703	11.345	12.93	Up	2018-02-09	14.03	11.488	12.91	Flat	2018-02-16	13.907	11.072	11.785	Down
5	2018-01-23	APRN	3.2	2018-01-26	4.145	3.231	3.804	Flat	2018-02-02	3.33	3.649	3.573	Down	2018-02-09	4.316	3.273	3.853	Flat	2018-02-16	3.35	3.05	3.261	Up
6	2018-01-23	ATHM	82.9	2018-01-26	86.676	74.153	81.69	Flat	2018-02-02	86.676	74.153	81.69	Flat	2018-02-09	86.676	74.153	81.69	Flat	2018-02-16	86.676	74.153	81.69	Flat
7	2018-01-23	ATVI	71.55	2018-01-26	71.713	66.081	69.55	Flat	2018-02-02	72.619	67.094	70.771	Flat	2018-02-09	73.494	62.546	68.429	Flat	2018-02-16	73.764	59.003	67.538	Flat
8	2018-01-23	BA	335.59	2018-01-26	347.526	320.35	337.419	Flat	2018-02-02	351.25	303.638	327.699	Flat	2018-02-09	348.363	303.211	328.115	Flat	2018-02-16	350.668	288.934	325.312	Flat
9	2018-01-23	BABA	192.28	2018-01-26	194.648	180.972	189.975	Flat	2018-02-02	198.785	180.079	194.381	Up	2018-02-09	198.455	175.439	190.819	Flat	2018-02-16	199.845	169.312	186.455	Flat
10	2018-01-23	BBY	77.52	2018-01-26	77.373	72.259	74.468	Flat	2018-02-02	77.672	68.13	73.238	Flat	2018-02-09	76.732	64.415	68.99	Flat	2018-02-16	78.405	69.387	73.151	Flat
11	2018-01-23	BIDU	257.35	2018-01-26	261.516	241.27	254.256	Flat	2018-02-02	264.36	233.977	248.899	Flat	2018-02-09	265.221	230.159	245.048	Flat	2018-02-16	277.082	225.451	253.52	Flat
12	2018-01-23	CTRP	44.83	2018-01-26	46.024	44.777	45.283	Flat	2018-02-02	48.176	44.72	46.768	Flat	2018-02-09	48.175	44.946	46.594	Flat	2018-02-16	48.033	43.436	45.65	Flat
13	2018-01-23	DDD	10.61	2018-01-26	11.108	9.885	10.511	Flat	2018-02-02	11.362	8.681	9.904	Flat	2018-02-09	11.29	9.126	10.502	Flat	2018-02-16	12.9	10.109	11.153	Flat
14	2018-01-23	DFS	78.72	2018-01-26	80.764	75.823	77.197	Down	2018-02-02	82.12	75.358	80.326	Up	2018-02-09	80.805	76.632	78.173	Flat	2018-02-16	81.59	76.045	80.139	Up
15	2018-01-23	DLB	64.67	2018-01-26	66.03	59.723	62.658	Flat	2018-02-02	66.03	59.723	62.658	Flat	2018-02-09	66.03	59.723	62.658	Flat	2018-02-16	66.03	59.723	62.658	Flat
16	2018-01-23	EFX	124.99	2018-01-26	125.855	119.052	122.286	Flat	2018-02-02	126.105	117.365	120.919	Flat	2018-02-09	125.767	117.562	120.602	Flat	2018-02-16	127.599	113.558	123.527	Up
17	2018-01-23	FB	189.35	2018-01-26	190.791	179.04	187.651	Up	2018-02-02	194.257	173.387	188.687	Up	2018-02-09	194.009	168.669	184.094	Flat	2018-02-16	196.172	170.261	187.099	Flat
18	2018-01-23	FIT	5.55	2018-01-26	5.881	5.491	5.633	Flat	2018-02-02	5.928	5.395	5.718	Flat	2018-02-09	6.173	5.379	5.987	Up	2018-02-16	6.919	5.478	6.433	Flat
19	2018-01-23	FL	51.52	2018-01-26	52.663	43.526	49.433	Flat	2018-02-02	52.663	43.526	49.433	Flat	2018-02-09	52.663	43.526	49.433	Flat	2018-02-16	52.663	43.526	49.433	Flat
20	2018-01-23	GLID	0.0	2018-01-26	0.0	0.0	0.0	Flat	2018-02-02	0.0	0.0	0.0	Flat	2018-02-09	0.0	0.0	0.0	Flat	2018-02-16	0.0	0.0	0.0	Flat
21	2018-01-23	GLUU	3.74	2018-01-26	4.044	3.408	3.632	Flat	2018-02-02	4.044	3.408	3.632	Flat	2018-02-09	4.044	3.408	3.632	Flat	2018-02-16	4.044	3.408	3.632	Flat
22	2018-01-23	GME	17.4	2018-01-26	18.393	17.399	17.987	Flat	2018-02-02	18.979	17.003	18.204	Flat	2018-02-09	20.79	15.87	18.054	Flat	2018-02-16	19.006	16.93	17.348	Down
23	2018-01-23	GOOG	1169.97	2018-01-26	1172.967	1102.484	1142.291	Flat	2018-02-02	1188.913	1076.916	1143.264	Flat	2018-02-09	1206.926	1064.899	1144.071	Flat	2018-02-16	1201.737	982.012	1128.295	Flat
24	2018-01-23	GPRO	6.12	2018-01-26	6.413	6.181	6.325	Flat	2018-02-02	7.082	5.735	6.525	Flat	2018-02-09	7.372	6.223	6.867	Flat	2018-02-16	7.48	6.422	6.671	Down
25	2018-01-23	GRMN	64.52	2018-01-26	64.223	61.52	63.789	Up	2018-02-02	63.907	60.69	62.494	Flat	2018-02-09	62.436	60.379	61.397	Flat	2018-02-16	65.85	61.343	64.391	Up
26	2018-01-23	GRPN	5.57	2018-01-26	5.657	5.126	5.583	Up	2018-02-02	5.569	5.136	5.441	Up	2018-02-09	5.599	4.992	5.311	Flat	2018-02-16	6.28	4.821	5.63	Flat
27	2018-01-23	GRUB	71.16	2018-01-26	72.524	68.973	71.936	Up	2018-02-02	73.348	69.687	71.504	Flat	2018-02-09	76.518	65.899	69.559	Flat	2018-02-16	74.928	64.753	71.393	Flat
28	2018-01-23	INTC	46.06	2018-01-26	47.133	43.066	45.575	Flat	2018-02-02	47.121	41.481	46.027	Up	2018-02-09	46.784	42.086	45.838	Up	2018-02-16	47.472	40.785	44.339	Flat
29	2018-01-23	INTL	44.24	2018-01-26	45.598	39.258	43.721	Up	2018-02-02	45.598	39.258	43.721	Up	2018-02-09	45.598	39.258	43.721	Up	2018-02-16	45.598	39.258	43.721	Up
30	2018-01-23	JD	45.18	2018-01-26	46.249	43.72	45.19	Flat	2018-02-02	47.062	43.3	45.267	Flat	2018-02-09	48.185	43.328	46.506	Flat	2018-02-16	48.564	43.25	46.234	Flat
