	Date	Symbol	TodayPrice	OpDate_0	callEst_0	putEst_0	combEst_0	Trend_0	OpDate_1	callEst_1	putEst_1	combEst_1	Trend_1	OpDate_2	callEst_2	putEst_2	combEst_2	Trend_2	OpDate_3	callEst_3	putEst_3	combEst_3	Trend_3
31	2018-01-22	JPM	114.33	2018-01-26	115.378	108.377	112.871	Flat	2018-02-02	119.04	109.847	116.902	Up	2018-02-09	116.941	109.253	112.103	Flat	2018-02-16	119.736	105.992	112.788	Flat
32	2018-01-22	JRJC	2.71	2018-01-26	4.099	2.7	3.973	Up	2018-02-02	4.099	2.7	3.973	Up	2018-02-09	4.099	2.7	3.973	Up	2018-02-16	4.099	2.7	3.973	Up
33	2018-01-22	JWN	52.82	2018-01-26	53.73	48.156	52.281	Up	2018-02-02	53.73	48.156	52.281	Up	2018-02-09	53.73	48.156	52.281	Up	2018-02-16	53.73	48.156	52.281	Up
34	2018-01-22	KMK	0.0	2018-01-26	0.0	0.0	0.0	Flat	2018-02-02	0.0	0.0	0.0	Flat	2018-02-09	0.0	0.0	0.0	Flat	2018-02-16	0.0	0.0	0.0	Flat
35	2018-01-22	LC	4.06	2018-01-26	4.479	3.801	4.283	Up	2018-02-02	4.479	3.801	4.283	Up	2018-02-09	4.479	3.801	4.283	Up	2018-02-16	4.479	3.801	4.283	Up
36	2018-01-22	LOGI	37.58	2018-01-26	39.242	34.959	38.05	Up	2018-02-02	39.242	34.959	38.05	Up	2018-02-09	39.242	34.959	38.05	Up	2018-02-16	39.242	34.959	38.05	Up
37	2018-01-22	LSCC	6.43	2018-01-26	8.575	0.0	8.575	Up	2018-02-02	8.575	0.0	8.575	Up	2018-02-09	8.575	0.0	8.575	Up	2018-02-16	8.575	0.0	8.575	Up
38	2018-01-22	LUV	64.89	2018-01-26	66.52	60.515	62.746	Flat	2018-02-02	67.422	62.672	65.815	Flat	2018-02-09	67.007	60.83	64.548	Flat	2018-02-16	67.048	60.225	63.843	Flat
39	2018-01-22	M	27.25	2018-01-26	27.706	25.432	27.258	Up	2018-02-02	27.892	23.361	25.804	Flat	2018-02-09	27.842	25.62	26.819	Flat	2018-02-16	28.775	24.775	27.257	Flat
40	2018-01-22	MOMO	28.71	2018-01-26	28.971	25.94	28.496	Up	2018-02-02	29.715	24.816	28.209	Up	2018-02-09	29.652	24.86	28.711	Up	2018-02-16	30.703	24.604	27.785	Flat
41	2018-01-22	MRVL	23.62	2018-01-26	24.105	22.338	23.858	Up	2018-02-02	23.948	23.212	23.61	Flat	2018-02-09	24.128	22.433	23.866	Up	2018-02-16	24.589	20.691	23.736	Up
42	2018-01-22	MSFT	91.61	2018-01-26	91.725	87.359	90.256	Flat	2018-02-02	93.418	84.737	89.81	Flat	2018-02-09	93.327	84.374	91.839	Up	2018-02-16	92.902	76.786	86.474	Flat
43	2018-01-22	NFLX	227.58	2018-01-26	234.735	199.833	219.669	Flat	2018-02-02	239.885	195.817	213.971	Flat	2018-02-09	234.333	201.328	220.384	Flat	2018-02-16	235.921	170.646	198.6	Flat
44	2018-01-22	NKE	66.39	2018-01-26	67.311	61.835	64.795	Flat	2018-02-02	67.703	63.109	65.206	Flat	2018-02-09	67.605	63.005	66.133	Up	2018-02-16	68.195	63.991	66.298	Flat
45	2018-01-22	NQ	3.83	2018-01-26	3.671		3.671	Flat	2018-02-02	4.172		4.172	Flat	2018-02-09		3.94	3.94	Flat	2018-02-16	4.306	3.705	4.058	Flat
46	2018-01-22	NTES	331.5	2018-01-26	343.413	318.236	335.366	Up	2018-02-02	343.905	312.783	335.398	Up	2018-02-09	348.253	304.02	338.217	Up	2018-02-16	368.078	302.774	334.995	Flat
47	2018-01-22	NVDA	233.69	2018-01-26	236.876	217.142	229.259	Flat	2018-02-02	238.167	209.453	226.717	Flat	2018-02-09	239.487	208.944	227.678	Flat	2018-02-16	253.438	194.325	231.382	Flat
48	2018-01-22	PSTG	17.91	2018-01-26	18.776	15.99	18.433	Up	2018-02-02	18.776	15.99	18.433	Up	2018-02-09	18.776	15.99	18.433	Up	2018-02-16	18.776	15.99	18.433	Up
49	2018-01-22	PYPL	83.98	2018-01-26	84.821	75.508	81.226	Flat	2018-02-02	85.368	77.243	82.034	Flat	2018-02-09	85.763	75.385	83.508	Up	2018-02-16	85.953	70.144	78.867	Flat
50	2018-01-22	QCOM	68.67	2018-01-26	69.234	65.637	67.86	Flat	2018-02-02	70.152	65.476	68.742	Up	2018-02-09	69.892	64.209	66.978	Flat	2018-02-16	71.816	64.77	69.765	Up
51	2018-01-22	QD	12.64	2018-01-26	15.061	11.509	13.262	Flat	2018-02-02	15.061	11.509	13.262	Flat	2018-02-09	15.061	11.509	13.262	Flat	2018-02-16	15.061	11.509	13.262	Flat
52	2018-01-22	QIWI	18.27	2018-01-26	19.426	15.064	17.113	Flat	2018-02-02	19.426	15.064	17.113	Flat	2018-02-09	19.426	15.064	17.113	Flat	2018-02-16	19.426	15.064	17.113	Flat
53	2018-01-22	RACE	121.37	2018-01-26	120.671	104.845	112.252	Flat	2018-02-02	122.187	107.339	118.639	Up	2018-02-09	121.552	108.318	112.699	Flat	2018-02-16	126.211	97.448	117.451	Up
54	2018-01-22	RCL	128.7	2018-01-26	131.454	122.815	130.303	Up	2018-02-02	132.035	119.73	127.342	Flat	2018-02-09	135.69	120.768	131.796	Up	2018-02-16	131.882	112.593	125.297	Flat
55	2018-01-22	RDFN	23.96	2018-01-26	28.881	23.288	25.612	Flat	2018-02-02	28.881	23.288	25.612	Flat	2018-02-09	28.881	23.288	25.612	Flat	2018-02-16	28.881	23.288	25.612	Flat
56	2018-01-22	RENN	11.08	2018-01-26	14.403	10.078	12.314	Flat	2018-02-02	14.403	10.078	12.314	Flat	2018-02-09	14.403	10.078	12.314	Flat	2018-02-16	14.403	10.078	12.314	Flat
57	2018-01-22	ROKU	43.62	2018-01-26	46.77	40.152	43.431	Flat	2018-02-02	47.294	39.506	43.554	Flat	2018-02-09	49.97	39.383	44.545	Flat	2018-02-16	51.263	38.844	43.694	Flat
58	2018-01-22	SCHW	55.44	2018-01-26	55.785	53.943	54.62	Flat	2018-02-02	56.485	51.642	54.653	Flat	2018-02-09	57.914	51.421	55.499	Flat	2018-02-16	56.515	53.436	55.152	Flat
59	2018-01-22	SFUN	5.25	2018-01-26	5.444	4.335	5.314	Up	2018-02-02	5.444	4.335	5.314	Up	2018-02-09	5.444	4.335	5.314	Up	2018-02-16	5.444	4.335	5.314	Up
60	2018-01-22	SINA	119.1	2018-01-26	127.455	100.1	114.024	Flat	2018-02-02	127.455	100.1	114.024	Flat	2018-02-09	127.455	100.1	114.024	Flat	2018-02-16	127.455	100.1	114.024	Flat
61	2018-01-22	SNAP	14.17	2018-01-26	14.89	13.88	14.172	Down	2018-02-02	15.113	13.606	14.152	Flat	2018-02-09	15.459	13.407	14.018	Down	2018-02-16	15.754	12.748	14.67	Flat
62	2018-01-22	SQ	45.29	2018-01-26	45.535	41.373	44.467	Up	2018-02-02	45.813	39.541	44.294	Up	2018-02-09	45.693	40.292	43.614	Flat	2018-02-16	46.735	39.593	44.176	Flat
63	2018-01-22	TSLA	351.56	2018-01-26	359.135	326.944	347.304	Flat	2018-02-02	361.946	322.417	349.291	Up	2018-02-09	363.246	306.921	333.964	Flat	2018-02-16	375.419	300.0	336.943	Flat
64	2018-01-22	TWTR	23.32	2018-01-26	24.577	22.997	23.917	Flat	2018-02-02	25.311	22.588	24.026	Flat	2018-02-09	25.893	21.267	23.876	Flat	2018-02-16	26.461	21.66	24.943	Up
65	2018-01-22	VIPS	16.0	2018-01-26	16.05	13.301	15.886	Up	2018-02-02	16.66	13.964	15.486	Flat	2018-02-09	16.244	13.799	15.281	Flat	2018-02-16	16.013	8.787	12.138	Flat
66	2018-01-22	VRX	22.03	2018-01-26	23.066	21.121	22.581	Up	2018-02-02	23.902	20.497	23.034	Up	2018-02-09	23.539	18.248	21.22	Flat	2018-02-16	23.771	20.153	23.13	Up
67	2018-01-22	WB	131.13	2018-01-26	132.28	119.942	126.449	Flat	2018-02-02	130.216	116.32	122.849	Flat	2018-02-09	133.013	112.067	121.265	Flat	2018-02-16	135.02	112.945	124.433	Flat
68	2018-01-22	XLNX	75.44	2018-01-26	77.204	71.106	74.949	Flat	2018-02-02	78.492	66.287	74.341	Flat	2018-02-09	79.136	66.181	73.747	Flat	2018-02-16	77.657	71.291	76.575	Up
69	2018-01-22	XNET	14.99	2018-01-26	18.682	13.458	15.803	Flat	2018-02-02	17.677	13.091	15.237	Flat	2018-02-09	22.366	12.453	21.971	Up	2018-02-16	24.953	13.334	18.517	Flat
70	2018-01-22	YELP	43.4	2018-01-26	45.304	41.876	43.229	Flat	2018-02-02	45.06	41.481	42.295	Down	2018-02-09	47.547	41.125	44.868	Flat	2018-02-16	47.928	38.984	44.878	Flat
71	2018-01-22	YRD	38.55	2018-01-26	45.509	32.92	38.733	Flat	2018-02-02	45.509	32.92	38.733	Flat	2018-02-09	45.509	32.92	38.733	Flat	2018-02-16	45.509	32.92	38.733	Flat
72	2018-01-22	ZNGA	3.73	2018-01-26	3.999	3.764	3.995	Up	2018-02-02	3.975	3.756	3.845	Flat	2018-02-09	4.025	3.42	3.897	Up	2018-02-16	4.144	3.605	4.067	Up
73	2018-01-22	ZTO	16.21	2018-01-26	16.808	15.524	16.614	Up	2018-02-02	16.808	15.524	16.614	Up	2018-02-09	16.808	15.524	16.614	Up	2018-02-16	16.808	15.524	16.614	Up
