	Date	Symbol	TodayPrice	OpDate_0	callEst_0	putEst_0	combEst_0	Trend_0	OpDate_1	callEst_1	putEst_1	combEst_1	Trend_1	OpDate_2	callEst_2	putEst_2	combEst_2	Trend_2	OpDate_3	callEst_3	putEst_3	combEst_3	Trend_3
0	2018-01-22	AAPL	177.0	2018-01-26	180.881	171.245	178.174	Up	2018-02-02	184.862	167.429	177.98	Flat	2018-02-09	184.459	167.216	178.784	Up	2018-02-16	187.864	161.766	177.692	Flat
1	2018-01-22	AKAO	11.54	2018-01-26	13.284	11.018	13.04	Up	2018-02-02	13.284	11.018	13.04	Up	2018-02-09	13.284	11.018	13.04	Up	2018-02-16	13.284	11.018	13.04	Up
2	2018-01-22	AMBA	51.74	2018-01-26	56.661	50.773	53.405	Flat	2018-02-02	66.292	51.49	57.628	Flat	2018-02-09	59.644	50.248	53.567	Flat	2018-02-16	69.294	47.537	62.426	Up
3	2018-01-22	AMCN	1.28	2018-01-26	2.5	1.65	2.421	Up	2018-02-02	2.5	1.65	2.421	Up	2018-02-09	2.5	1.65	2.421	Up	2018-02-16	2.5	1.65	2.421	Up
4	2018-01-22	AMD	12.65	2018-01-26	12.94	11.778	12.575	Up	2018-02-02	13.582	11.285	12.803	Flat	2018-02-09	13.528	11.556	13.272	Up	2018-02-16	13.762	10.999	11.66	Down
5	2018-01-22	APRN	3.21	2018-01-26	3.849	3.251	3.399	Down	2018-02-02	3.5	3.87	3.863	Down	2018-02-09	4.316	3.59	3.994	Flat	2018-02-16	3.4	2.969	3.122	Flat
6	2018-01-22	ATHM	82.57	2018-01-26	86.46	73.895	81.434	Flat	2018-02-02	86.46	73.895	81.434	Flat	2018-02-09	86.46	73.895	81.434	Flat	2018-02-16	86.46	73.895	81.434	Flat
7	2018-01-22	ATVI	71.3	2018-01-26	71.462	65.467	69.266	Flat	2018-02-02	72.275	67.079	70.562	Up	2018-02-09	73.18	64.12	69.542	Flat	2018-02-16	73.545	59.647	68.371	Flat
8	2018-01-22	BA	338.0	2018-01-26	347.202	320.746	336.873	Flat	2018-02-02	351.032	308.396	331.265	Flat	2018-02-09	348.085	304.671	329.622	Flat	2018-02-16	349.486	288.943	324.389	Flat
9	2018-01-22	BABA	184.02	2018-01-26	189.698	177.473	185.045	Flat	2018-02-02	193.139	175.53	188.434	Up	2018-02-09	192.473	173.842	185.285	Flat	2018-02-16	196.174	166.506	183.263	Flat
10	2018-01-22	BBY	78.06	2018-01-26	76.476	71.916	73.61	Flat	2018-02-02	76.917	67.639	72.003	Flat	2018-02-09	76.338	63.914	68.304	Flat	2018-02-16	78.726	70.137	74.005	Flat
11	2018-01-22	BIDU	254.34	2018-01-26	259.74	241.075	252.956	Flat	2018-02-02	262.462	232.577	244.755	Flat	2018-02-09	263.351	232.561	247.484	Flat	2018-02-16	276.714	228.507	257.295	Flat
12	2018-01-22	CTRP	46.14	2018-01-26	46.899	45.056	45.765	Flat	2018-02-02	48.961	45.295	47.492	Flat	2018-02-09	48.738	45.206	46.901	Flat	2018-02-16	48.231	44.053	46.091	Flat
13	2018-01-22	DDD	10.22	2018-01-26	11.142	9.75	10.568	Flat	2018-02-02	11.131	9.12	10.202	Flat	2018-02-09	11.09	9.083	10.235	Flat	2018-02-16	13.113	9.917	11.272	Flat
14	2018-01-22	DFS	78.87	2018-01-26	80.872	76.292	77.668	Down	2018-02-02	82.475	75.279	80.271	Up	2018-02-09	80.792	76.662	78.187	Flat	2018-02-16	81.594	73.858	78.86	Flat
15	2018-01-22	DLB	64.04	2018-01-26	65.748	59.854	64.329	Up	2018-02-02	65.748	59.854	64.329	Up	2018-02-09	65.748	59.854	64.329	Up	2018-02-16	65.748	59.854	64.329	Up
16	2018-01-22	EFX	125.0	2018-01-26	125.685	118.2	121.922	Flat	2018-02-02	125.64	116.978	120.453	Flat	2018-02-09	125.648	117.424	120.702	Flat	2018-02-16	127.725	112.419	123.212	Up
17	2018-01-22	FB	185.37	2018-01-26	188.036	175.647	184.222	Up	2018-02-02	191.608	172.146	186.651	Up	2018-02-09	191.188	167.637	182.056	Flat	2018-02-16	192.809	168.375	184.195	Flat
18	2018-01-22	FIT	5.6	2018-01-26	5.754	5.564	5.654	Flat	2018-02-02	6.506	5.394	6.324	Up	2018-02-09	6.194	5.396	6.033	Up	2018-02-16	6.831	5.36	6.2	Flat
19	2018-01-22	FL	50.37	2018-01-26	52.057	43.134	49.073	Flat	2018-02-02	52.057	43.134	49.073	Flat	2018-02-09	52.057	43.134	49.073	Flat	2018-02-16	52.057	43.134	49.073	Flat
20	2018-01-22	GLID	0.0	2018-01-26	0.0	0.0	0.0	Flat	2018-02-02	0.0	0.0	0.0	Flat	2018-02-09	0.0	0.0	0.0	Flat	2018-02-16	0.0	0.0	0.0	Flat
21	2018-01-22	GLUU	3.76	2018-01-26	4.109	3.404	3.653	Flat	2018-02-02	4.109	3.404	3.653	Flat	2018-02-09	4.109	3.404	3.653	Flat	2018-02-16	4.109	3.404	3.653	Flat
22	2018-01-22	GME	17.55	2018-01-26	18.453	17.733	18.171	Flat	2018-02-02	19.058	16.991	18.338	Flat	2018-02-09	20.078	15.826	17.423	Flat	2018-02-16	19.123	16.978	17.77	Flat
23	2018-01-22	GOOG	1155.81	2018-01-26	1160.287	1080.75	1125.749	Flat	2018-02-02	1175.972	1066.591	1122.473	Flat	2018-02-09	1201.302	1056.025	1136.769	Flat	2018-02-16	1190.894	980.886	1121.138	Flat
24	2018-01-22	GPRO	6.3	2018-01-26	6.342	6.235	6.283	Flat	2018-02-02	7.245	6.071	6.823	Flat	2018-02-09	7.376	6.25	6.939	Flat	2018-02-16	8.609	6.173	7.011	Flat
25	2018-01-22	GRMN	64.04	2018-01-26	64.067	60.917	63.63	Up	2018-02-02	63.806	60.591	62.38	Flat	2018-02-09	62.39	59.502	61.105	Flat	2018-02-16	65.774	60.92	64.002	Flat
26	2018-01-22	GRPN	5.49	2018-01-26	5.591	5.118	5.514	Up	2018-02-02	5.469	5.029	5.379	Up	2018-02-09	5.578	4.992	5.318	Flat	2018-02-16	6.249	4.812	5.606	Flat
27	2018-01-22	GRUB	71.92	2018-01-26	72.868	68.882	72.227	Up	2018-02-02	73.765	69.909	71.584	Flat	2018-02-09	73.795	65.986	71.828	Up	2018-02-16	75.027	64.777	70.637	Flat
28	2018-01-22	INTC	45.75	2018-01-26	46.826	42.56	45.233	Flat	2018-02-02	46.963	41.442	45.9	Up	2018-02-09	46.581	41.971	45.766	Up	2018-02-16	47.208	40.79	44.205	Flat
29	2018-01-22	INTL	44.09	2018-01-26	44.95	39.093	42.96	Flat	2018-02-02	44.95	39.093	42.96	Flat	2018-02-09	44.95	39.093	42.96	Flat	2018-02-16	44.95	39.093	42.96	Flat
30	2018-01-22	JD	45.26	2018-01-26	46.507	43.964	45.578	Flat	2018-02-02	47.078	43.466	45.298	Flat	2018-02-09	47.98	43.416	46.451	Flat	2018-02-16	48.673	43.506	46.487	Flat
