	Date	Symbol	TodayPrice	OpDate_0	callEst_0	putEst_0	combEst_0	Trend_0	OpDate_1	callEst_1	putEst_1	combEst_1	Trend_1
0	2018-01-01	AAPL	169.23	2018-01-19	176.22	145.863	162.296	Flat	2018-02-16	183.067	154.819	173.352	Flat
1	2018-01-01	AKAO	10.74	2018-01-19	12.518	9.573	11.158	Flat	2018-02-16	13.15	9.375	10.642	Flat
2	2018-01-01	AMBA	58.75	2018-01-19	61.634	50.335	58.597	Up	2018-02-16	67.137	45.989	59.02	Flat
3	2018-01-01	AMCN	1.15	2018-01-19	2.5	1.75	2.404	Up	2018-02-16	2.5	1.4	1.84	Flat
4	2018-01-01	AMD	10.28	2018-01-19	12.469	9.562	11.327	Flat	2018-02-16	11.31	9.901	10.047	Down
5	2018-01-01	APRN	4.03	2018-01-19	6.16	3.977	4.41	Down	2018-02-16	4.945	3.497	4.532	Up
6	2018-01-01	ATHM	64.67	2018-01-19	67.727	55.236	63.252	Flat	2018-02-16	70.512	56.8	67.9	Up
7	2018-01-01	ATVI	63.32	2018-01-19	65.098	52.532	60.868	Flat	2018-02-16	68.139	56.856	63.609	Flat
8	2018-01-01	BA	294.91	2018-01-19	299.11	213.043	246.787	Flat	2018-02-16	304.74	266.457	292.96	Up
9	2018-01-01	BABA	172.43	2018-01-19	183.204	144.909	167.336	Flat	2018-02-16	190.117	161.099	182.198	Up
10	2018-01-01	BBY	68.47	2018-01-19	69.021	50.24	63.184	Up	2018-02-16	73.254	65.18	70.869	Up
11	2018-01-01	BIDU	234.21	2018-01-19	251.914	197.016	229.713	Flat	2018-02-16	275.373	212.875	253.432	Flat
12	2018-01-01	CTRP	44.1	2018-01-19	51.374	43.891	47.302	Flat	2018-02-16	47.66	42.3	44.053	Down
13	2018-01-01	DDD	8.64	2018-01-19	12.212	8.593	9.659	Down	2018-02-16	12.144	8.624	9.698	Down
14	2018-01-01	DFS	76.92	2018-01-19	77.815	42.838	67.77	Up	2018-02-16	80.251	74.005	78.003	Flat
15	2018-01-01	DLB	62.0	2018-01-19	63.379	58.917	62.669	Up	2018-02-16	62.167	61.2	61.996	Up
16	2018-01-01	EFX	117.92	2018-01-19	120.683	104.122	110.936	Flat	2018-02-16	123.69	105.572	121.543	Up
17	2018-01-01	FB	176.46	2018-01-19	182.384	153.801	172.65	Flat	2018-02-16	189.378	161.703	182.086	Up
18	2018-01-01	FIT	5.71	2018-01-19	8.184	4.543	6.061	Flat	2018-02-16	7.265	5.37	6.671	Up
19	2018-01-01	FL	46.88	2018-01-19	51.948	40.613	47.312	Flat	2018-02-16	49.197	41.481	46.931	Up
20	2018-01-01	GLID	0.0	2018-01-19	0.0	0.0	0.0	Flat	2018-02-16	0.0	0.0	0.0	Flat
21	2018-01-01	GLUU	3.64	2018-01-19	3.993	3.165	3.644	Flat	2018-02-16	4.24	3.277	3.503	Down
22	2018-01-01	GME	17.95	2018-01-19	21.374	17.564	18.308	Down	2018-02-16	19.355	16.445	17.114	Down
23	2018-01-01	GOOG	1046.4	2018-01-19	1088.4	866.744	1011.724	Flat	2018-02-16	1137.61	975.35	1092.855	Up
24	2018-01-01	GPRO	7.57	2018-01-19	11.943	7.502	9.258	Flat	2018-02-16	9.679	6.921	9.092	Up
25	2018-01-01	GRMN	59.57	2018-01-19	61.301	42.704	55.933	Up	2018-02-16	62.253	56.926	61.044	Up
26	2018-01-01	GRPN	5.1	2018-01-19	5.759	3.769	5.411	Up	2018-02-16	5.989	4.621	4.823	Down
27	2018-01-01	GRUB	71.8	2018-01-19	71.557	53.676	69.995	Up	2018-02-16	78.183	64.578	70.755	Flat
28	2018-01-01	INTL	42.53	2018-01-19	43.822	38.723	41.52	Flat	2018-02-16	44.675	35.0	38.628	Flat
29	2018-01-01	JD	41.42	2018-01-19	43.298	37.143	40.91	Flat	2018-02-16	45.059	38.643	43.32	Up
30	2018-01-01	JRJC	2.68	2018-01-19	4.061	2.18	3.895	Up	2018-02-16	3.85	2.0	3.759	Up
31	2018-01-01	KMK	0.0	2018-01-19	0.0	0.0	0.0	Flat	2018-02-16	0.0	0.0	0.0	Flat
32	2018-01-01	LC	4.13	2018-01-19	6.578	3.731	5.195	Flat	2018-02-16	4.627	3.797	4.414	Up
33	2018-01-01	LOGI	33.64	2018-01-19	35.677	31.647	33.812	Flat	2018-02-16	36.604	29.906	30.854	Down
34	2018-01-01	LSCC	5.78	2018-01-19	7.422	0.0	7.422	Up	2018-02-16	10.0	0.0	10.0	Up
35	2018-01-01	LUV	65.45	2018-01-19	66.105	52.72	62.236	Up	2018-02-16	70.575	60.743	66.397	Flat
36	2018-01-01	M	25.19	2018-01-19	27.635	21.622	23.767	Flat	2018-02-16	28.252	22.879	26.226	Flat
37	2018-01-01	MOMO	24.48	2018-01-19	38.195	23.471	32.0	Flat	2018-02-16	28.988	21.928	25.5	Flat
38	2018-01-01	MRVL	21.47	2018-01-19	22.418	15.3	19.712	Flat	2018-02-16	23.941	19.959	22.489	Flat
39	2018-01-01	MSFT	85.54	2018-01-19	86.628	75.284	81.288	Flat	2018-02-16	88.122	71.161	82.317	Flat
40	2018-01-01	NFLX	191.96	2018-01-19	200.722	153.041	180.809	Flat	2018-02-16	207.032	156.047	168.243	Down
41	2018-01-01	NKE	62.55	2018-01-19	65.176	53.876	59.232	Flat	2018-02-16	67.037	59.622	64.038	Flat
42	2018-01-01	NQ	4.02	2018-01-19	4.182	2.98	3.889	Up	2018-02-16	4.191	3.817	3.905	Down
43	2018-01-01	NTES	345.07	2018-01-19	372.916	286.078	338.188	Flat	2018-02-16	385.553	305.491	346.351	Flat
44	2018-01-01	NVDA	193.5	2018-01-19	204.492	161.07	184.502	Flat	2018-02-16	217.628	176.67	199.07	Flat
45	2018-01-01	PSTG	15.86	2018-01-19	16.96	14.875	15.232	Down	2018-02-16	17.944	15.107	17.553	Up
46	2018-01-01	PYPL	73.62	2018-01-19	75.863	57.195	67.987	Flat	2018-02-16	79.183	69.646	75.875	Flat
47	2018-01-01	QCOM	64.02	2018-01-19	68.161	54.904	62.44	Flat	2018-02-16	70.542	62.372	67.334	Flat
48	2018-01-01	QD	12.54	2018-01-19	14.867	11.198	12.99	Flat	2018-02-16	17.392	10.978	13.849	Flat
49	2018-01-01	QIWI	17.33	2018-01-19	18.448	13.375	16.99	Up	2018-02-16	19.717	14.12	17.541	Flat
50	2018-01-01	RACE	104.84	2018-01-19	108.105	92.952	100.49	Flat	2018-02-16	123.435	93.222	114.966	Up
51	2018-01-01	RCL	119.28	2018-01-19	125.226	84.858	110.211	Flat	2018-02-16	133.045	102.693	114.864	Flat
52	2018-01-01	RDFN	31.32	2018-01-19	31.32	23.753	28.869	Up	2018-02-16	33.047	23.266	29.72	Flat
53	2018-01-01	RENN	10.39	2018-01-19	11.128	8.263	10.717	Up	2018-02-16	12.25	9.5	10.213	Down
54	2018-01-01	ROKU	51.78	2018-01-19	56.908	33.451	43.603	Flat	2018-02-16	61.391	43.785	47.728	Down
55	2018-01-01	SFUN	5.58	2018-01-19	5.816	4.818	5.701	Up	2018-02-16	5.705	2.85	5.542	Up
56	2018-01-01	SINA	100.31	2018-01-19	120.265	87.958	109.033	Flat	2018-02-16	110.345	94.001	98.9	Down
57	2018-01-01	SNAP	14.61	2018-01-19	18.211	13.612	15.371	Flat	2018-02-16	16.762	13.084	14.085	Down
58	2018-01-01	SQ	34.67	2018-01-19	38.522	32.207	36.125	Flat	2018-02-16	38.279	32.708	35.694	Flat
59	2018-01-01	TSLA	311.35	2018-01-19	361.02	231.078	290.244	Flat	2018-02-16	350.655	282.704	314.834	Flat
60	2018-01-01	TWTR	24.01	2018-01-19	25.193	18.972	24.188	Up	2018-02-16	26.956	22.536	26.138	Up
61	2018-01-01	VIPS	11.72	2018-01-19	12.728	6.731	10.318	Flat	2018-02-16	12.049	9.693	11.773	Up
62	2018-01-01	VRX	20.78	2018-01-19	26.991	14.769	22.175	Flat	2018-02-16	23.896	19.242	22.276	Flat
63	2018-01-01	WB	103.46	2018-01-19	110.055	72.093	96.736	Flat	2018-02-16	111.512	91.977	105.702	Up
