	Date	Symbol	TodayPrice	OpDate_0	callEst_0	putEst_0	combEst_0	Trend_0	OpDate_1	callEst_1	putEst_1	combEst_1	Trend_1
0	2017-12-19	AAPL	176.91	2018-01-19	180.073	143.772	163.773	Flat	2018-02-16	184.542	153.346	173.965	Flat
1	2017-12-19	AKAO	11.44	2018-01-19	14.843	10.052	14.066	Up	2018-02-16	15.579	10.51	14.014	Up
2	2017-12-19	AMBA	58.24	2018-01-19	68.542	48.407	64.595	Up	2018-02-16	65.351	45.288	59.272	Up
3	2017-12-19	AMCN	1.81	2018-01-19	2.5	1.7	2.347	Up	2018-02-16	2.5	0.0	2.5	Up
4	2017-12-19	AMD	11.03	2018-01-19	12.852	10.555	12.082	Flat	2018-02-16	12.276	10.014	10.538	Down
5	2017-12-19	APRN	4.18	2018-01-19	6.398	4.243	4.669	Down	2018-02-16	5.3	3.7	5.206	Up
6	2017-12-19	ATHM	65.33	2018-01-19	66.992	57.173	64.86	Up	2018-02-16	71.196	0.0	71.196	Up
7	2017-12-19	ATVI	67.21	2018-01-19	66.638	50.614	61.632	Up	2018-02-16	71.502	55.236	66.496	Up
8	2017-12-19	BA	295.47	2018-01-19	300.865	198.431	239.445	Flat	2018-02-16	305.908	266.734	295.404	Up
9	2017-12-19	BABA	174.06	2018-01-19	184.019	148.822	170.215	Flat	2018-02-16	191.41	159.449	183.2	Up
10	2017-12-19	BBY	68.29	2018-01-19	67.588	50.375	55.483	Down	2018-02-16	68.959	58.723	66.353	Up
11	2017-12-19	BIDU	246.9	2018-01-19	250.911	208.776	235.613	Flat	2018-02-16	273.897	211.949	248.32	Flat
12	2017-12-19	CTRP	44.72	2018-01-19	51.271	43.462	47.09	Flat	2018-02-16	45.994	41.254	41.94	Down
13	2017-12-19	DDD	10.4	2018-01-19	12.273	9.697	10.752	Flat	2018-02-16	12.974	9.123	11.448	Flat
14	2017-12-19	DFS	76.36	2018-01-19	76.3	40.416	65.518	Up	2018-02-16	78.462	71.533	77.142	Up
15	2017-12-19	DLB	62.45	2018-01-19	63.566	57.875	63.082	Up	2018-02-16	62.812	53.789	62.036	Up
16	2017-12-19	EFX	117.48	2018-01-19	124.666	91.93	105.441	Flat	2018-02-16	120.806	108.543	120.046	Up
17	2017-12-19	FB	181.26	2018-01-19	191.518	147.164	176.789	Flat	2018-02-16	191.865	164.381	184.663	Up
18	2017-12-19	FIT	6.6	2018-01-19	8.357	4.723	6.223	Flat	2018-02-16	7.548	5.646	6.959	Up
19	2017-12-19	FL	47.26	2018-01-19	48.316	39.962	45.368	Flat	2018-02-16	48.298	37.493	43.581	Flat
20	2017-12-19	GLID	0.0	2018-01-19	0.0	0.0	0.0	Flat	2018-02-16	0.0	0.0	0.0	Flat
21	2017-12-19	GLUU	4.53	2018-01-19	4.355	3.183	4.169	Up	2018-02-16	4.631	2.981	4.107	Up
22	2017-12-19	GME	18.97	2018-01-19	22.754	17.774	18.919	Down	2018-02-16	21.36	15.337	15.713	Down
23	2017-12-19	GOOG	1081.66	2018-01-19	1111.248	855.915	1048.574	Up	2018-02-16	1149.731	996.727	1127.798	Up
24	2017-12-19	GPRO	8.040000000000001	2018-01-19	12.094	7.787	9.43	Flat	2018-02-16	10.019	7.37	9.769	Up
25	2017-12-19	GRMN	58.93	2018-01-19	61.256	45.525	56.409	Up	2018-02-16	60.953	53.702	56.892	Flat
26	2017-12-19	GRPN	5.3999999999999995	2018-01-19	5.702	3.943	5.21	Up	2018-02-16	6.89	4.689	5.403	Down
27	2017-12-19	GRUB	74.14	2018-01-19	72.652	49.234	72.103	Up	2018-02-16	76.157	60.645	72.873	Up
28	2017-12-19	INTL	42.15	2018-01-19	44.067	32.225	40.701	Up	2018-02-16	46.506	35.201	44.056	Up
29	2017-12-19	JD	40.32	2018-01-19	44.59	37.33	41.966	Flat	2018-02-16	45.209	40.076	44.046	Up
30	2017-12-19	KMK	0.0	2018-01-19	0.0	0.0	0.0	Flat	2018-02-16	0.0	0.0	0.0	Flat
31	2017-12-19	LC	4.24	2018-01-19	6.164	3.693	5.123	Flat	2018-02-16	5.05	0.0	5.05	Up
32	2017-12-19	LOGI	33.79	2018-01-19	35.8	31.473	33.703	Flat	2018-02-16	36.8	29.55	35.074	Up
33	2017-12-19	LSCC	5.859999999999999	2018-01-19	7.422	0.0	7.422	Up	2018-02-16	7.013	4.801	6.891	Up
34	2017-12-19	LUV	65.78	2018-01-19	66.822	51.4	62.709	Up	2018-02-16	68.704	62.773	66.96	Up
35	2017-12-19	M	26.6	2018-01-19	29.737	20.296	23.079	Down	2018-02-16	27.035	21.552	24.087	Flat
36	2017-12-19	MOMO	25.0	2018-01-19	38.435	25.334	33.497	Flat	2018-02-16	28.775	22.538	26.696	Flat
37	2017-12-19	MRVL	22.11	2018-01-19	22.563	15.386	20.727	Up	2018-02-16	23.406	19.364	21.822	Flat
38	2017-12-19	MSFT	86.89999999999999	2018-01-19	87.009	73.512	81.852	Flat	2018-02-16	88.553	75.594	85.776	Up
39	2017-12-19	NFLX	193.58	2018-01-19	199.977	137.726	170.295	Flat	2018-02-16	206.311	152.758	163.602	Down
40	2017-12-19	NKE	65.72	2018-01-19	66.348	52.64	58.532	Flat	2018-02-16	68.486	60.817	68.215	Up
41	2017-12-19	NQ	3.93	2018-01-19	4.382	2.927	4.045	Up	2018-02-16	4.298	2.714	4.133	Up
42	2017-12-19	NTES	363.94	2018-01-19	377.158	274.709	341.068	Flat	2018-02-16	397.407	292.713	336.1	Flat
43	2017-12-19	NVDA	199.31	2018-01-19	207.173	153.793	181.995	Flat	2018-02-16	220.985	177.893	201.365	Flat
44	2017-12-19	PSTG	16.9	2018-01-19	18.19	14.843	15.538	Down	2018-02-16	18.142	15.613	17.828	Up
45	2017-12-19	PYPL	76.21	2018-01-19	76.556	58.803	69.773	Flat	2018-02-16	79.911	69.368	76.575	Up
46	2017-12-19	QCOM	65.99	2018-01-19	68.389	55.88	63.116	Flat	2018-02-16	72.36	64.049	69.631	Up
47	2017-12-19	QD	13.68	2018-01-19	15.018	10.832	12.902	Flat	2018-02-16	18.533	12.599	17.24	Up
48	2017-12-19	QIWI	14.23	2018-01-19	14.955	13.795	14.359	Flat	2018-02-16	15.316	14.35	14.817	Flat
49	2017-12-19	RACE	106.97999999999999	2018-01-19	112.086	92.567	103.635	Flat	2018-02-16	123.615	89.329	111.758	Flat
50	2017-12-19	RCL	127.36	2018-01-19	128.393	83.987	108.682	Flat	2018-02-16	154.393	97.8	114.092	Down
51	2017-12-19	RDFN	25.25	2018-01-19	28.727	22.749	25.46	Flat	2018-02-16	26.802	23.15	24.343	Down
