	Date	Symbol	TodayPrice	OpDate_0	callEst_0	putEst_0	combEst_0	Trend_0	OpDate_1	callEst_1	putEst_1	combEst_1	Trend_1
0	2018-01-10	AAPL	174.29	2018-01-19	177.876	147.524	164.39	Flat	2018-02-16	185.983	156.82	175.851	Flat
1	2018-01-10	AKAO	11.66	2018-01-19	12.552	9.806	11.679	Up	2018-02-16	13.197	9.806	11.519	Flat
2	2018-01-10	AMBA	54.92	2018-01-19	61.283	51.608	58.669	Up	2018-02-16	72.602	51.751	68.858	Up
3	2018-01-10	AMCN	1.21	2018-01-19	2.5	1.75	2.404	Up	2018-02-16	2.5	1.4	1.84	Flat
4	2018-01-10	AMD	11.96	2018-01-19	13.169	11.475	12.631	Up	2018-02-16	13.205	10.778	11.474	Down
5	2018-01-10	APRN	3.4	2018-01-19	7.57	3.683	5.536	Flat	2018-02-16	4.525	3.343	4.219	Up
6	2018-01-10	ATHM	78.28	2018-01-19	78.005	62.753	73.833	Up	2018-02-16	82.978	70.411	80.846	Up
7	2018-01-10	ATVI	66.83	2018-01-19	66.949	51.827	61.857	Flat	2018-02-16	69.824	56.065	65.512	Up
8	2018-01-10	BA	320.26	2018-01-19	321.986	237.875	274.852	Flat	2018-02-16	325.496	273.304	302.858	Flat
9	2018-01-10	BABA	189.79	2018-01-19	191.592	168.84	184.203	Up	2018-02-16	197.694	174.478	189.164	Flat
10	2018-01-10	BBY	70.34	2018-01-19	70.454	51.846	62.806	Flat	2018-02-16	72.375	66.19	69.341	Flat
11	2018-01-10	BIDU	248.95	2018-01-19	256.815	206.006	235.368	Flat	2018-02-16	273.656	214.847	245.306	Flat
12	2018-01-10	CTRP	47.15	2018-01-19	50.562	44.61	47.034	Flat	2018-02-16	48.558	42.916	46.308	Flat
13	2018-01-10	DDD	9.61	2018-01-19	11.924	9.439	10.337	Flat	2018-02-16	13.234	9.279	10.443	Down
14	2018-01-10	DFS	79.47	2018-01-19	79.563	45.69	67.756	Flat	2018-02-16	81.467	75.654	79.341	Flat
15	2018-01-10	DLB	62.26	2018-01-19	63.461	59.174	62.697	Up	2018-02-16	62.723	61.2	62.536	Up
16	2018-01-10	EFX	121.18	2018-01-19	126.154	83.319	98.865	Flat	2018-02-16	125.751	113.369	121.772	Up
17	2018-01-10	FB	187.84	2018-01-19	190.904	153.01	179.517	Up	2018-02-16	194.761	169.805	186.838	Up
