	Date	Symbol	TodayPrice	OpDate_0	callEst_0	putEst_0	combEst_0	Trend_0	OpDate_1	callEst_1	putEst_1	combEst_1	Trend_1
0	2018-01-03	AAPL	172.23	2018-01-19	177.165	150.354	165.22	Flat	2018-02-16	183.875	155.354	174.04	Flat
1	2018-01-03	AKAO	10.6	2018-01-19	11.91	10.102	11.275	Flat	2018-02-16	13.08	9.617	12.55	Up
2	2018-01-03	AMBA	64.47	2018-01-19	67.51	51.337	63.445	Up	2018-02-16	70.133	48.887	65.055	Up
3	2018-01-03	AMCN	1.1	2018-01-19	2.5	1.75	2.404	Up	2018-02-16	2.5	1.4	1.84	Flat
4	2018-01-03	AMD	11.55	2018-01-19	13.214	10.949	12.488	Up	2018-02-16	12.54	10.481	10.961	Down
5	2018-01-03	APRN	4.1	2018-01-19	6.429	4.118	4.655	Down	2018-02-16	4.671	3.369	4.432	Up
6	2018-01-03	ATHM	72.28	2018-01-19	66.986	58.736	64.107	Flat	2018-02-16	70.826	61.31	66.809	Flat
7	2018-01-03	ATVI	65.31	2018-01-19	65.792	53.32	61.842	Up	2018-02-16	69.12	55.381	63.194	Flat
8	2018-01-03	BA	297.8	2018-01-19	300.916	220.253	251.882	Flat	2018-02-16	302.839	264.801	288.238	Flat
9	2018-01-03	BABA	184.0	2018-01-19	187.584	160.52	177.297	Flat	2018-02-16	195.197	166.216	186.586	Up
10	2018-01-03	BBY	68.4	2018-01-19	68.86	50.679	59.377	Flat	2018-02-16	72.97	64.95	69.993	Flat
11	2018-01-03	BIDU	245.55	2018-01-19	254.739	207.039	235.9	Flat	2018-02-16	277.314	212.877	247.739	Flat
12	2018-01-03	CTRP	46.6	2018-01-19	49.875	44.548	46.548	Flat	2018-02-16	49.518	42.909	48.347	Up
13	2018-01-03	DDD	9.31	2018-01-19	11.919	9.137	10.177	Flat	2018-02-16	12.283	8.997	9.898	Down
14	2018-01-03	DFS	77.48	2018-01-19	78.096	49.782	66.602	Flat	2018-02-16	80.505	74.773	78.454	Flat
15	2018-01-03	DLB	63.21	2018-01-19	63.379	59.261	62.577	Up	2018-02-16	62.167	61.2	61.996	Up
16	2018-01-03	EFX	120.16	2018-01-19	124.605	83.837	97.922	Flat	2018-02-16	124.574	109.427	122.108	Up
17	2018-01-03	FB	184.67	2018-01-19	190.225	155.679	178.636	Flat	2018-02-16	192.679	166.844	186.323	Up
18	2018-01-03	FIT	6.13	2018-01-19	8.251	4.813	6.303	Flat	2018-02-16	7.455	5.74	6.969	Up
19	2018-01-03	FL	47.87	2018-01-19	50.749	42.494	47.388	Flat	2018-02-16	50.384	42.24	47.599	Flat
20	2018-01-03	GLID	0.0	2018-01-19	0.0	0.0	0.0	Flat	2018-02-16	0.0	0.0	0.0	Flat
21	2018-01-03	GLUU	3.65	2018-01-19	3.992	3.196	3.653	Flat	2018-02-16	4.142	3.5	4.066	Up
